symbol,name,market,latestClosingDate,c,c63,c126,c189,c252,is_valid
5191.T,住友理工,プライム（内国株式）,1970-01-01,1084.0,797.0,707.0,592.0,578.0,1.0
5192.T,三ツ星ベルト,プライム（内国株式）,1970-01-01,4820.0,4050.0,4035.0,3340.0,3200.0,1.0
5194.T,相模ゴム工業,スタンダード（内国株式）,1970-01-01,748.0,775.0,850.0,740.0,757.0,1.0
5195.T,バンドー化学,プライム（内国株式）,1970-01-01,1567.0,1283.0,1059.0,982.0,1018.0,1.0
5199.T,不二ラテックス,スタンダード（内国株式）,1970-01-01,1903.0,1889.0,1990.0,1920.0,2065.0,1.0
5201.T,ＡＧＣ,プライム（内国株式）,1970-01-01,5153.0,5165.0,5040.0,4515.0,4715.0,1.0
5202.T,日本板硝子,プライム（内国株式）,1970-01-01,779.0,594.0,734.0,616.0,548.0,1.0
5204.T,石塚硝子,スタンダード（内国株式）,1970-01-01,2360.0,1548.0,1514.0,1460.0,1610.0,1.0
5208.T,有沢製作所,プライム（内国株式）,1970-01-01,1027.0,1086.0,1400.0,1275.0,1302.0,1.0
5210.T,日本山村硝子,スタンダード（内国株式）,1970-01-01,1915.0,845.0,692.0,593.0,631.0,1.0
5212.T,不二硝子,スタンダード（内国株式）,1970-01-01,1074.0,1003.0,1090.0,1280.0,1224.0,1.0
5214.T,日本電気硝子,プライム（内国株式）,1970-01-01,2607.0,2571.0,2568.0,2503.0,2628.0,1.0
5216.T,倉元製作所,スタンダード（内国株式）,1970-01-01,107.0,125.0,127.0,142.0,125.0,1.0
5217.T,テクノクオーツ,スタンダード（内国株式）,1970-01-01,3980.0,4435.0,4425.0,5770.0,5424.0,1.0
5218.T,オハラ,スタンダード（内国株式）,1970-01-01,1442.0,1287.0,1229.0,1207.0,1310.0,1.0
5232.T,住友大阪セメント,プライム（内国株式）,1970-01-01,4042.0,3640.0,3775.0,3220.0,3420.0,1.0
5233.T,太平洋セメント,プライム（内国株式）,1970-01-01,2824.5,2520.0,2527.0,2136.0,2071.0,1.0
5237.T,ノザワ,スタンダード（内国株式）,1970-01-01,842.0,717.0,707.0,715.0,697.0,1.0
5240.T,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ,グロース（内国株式）,1970-01-01,,,,,,
5242.T,アイズ,グロース（内国株式）,1970-01-01,,,,,,
5243.T,ｎｏｔｅ,グロース（内国株式）,1970-01-01,,,,,,
5244.T,ｊｉｇ．ｊｐ,グロース（内国株式）,1970-01-01,,,,,,
5246.T,ＥＬＥＭＥＮＴＳ,グロース（内国株式）,1970-01-01,,,,,,
5247.T,ＢＴＭ,グロース（内国株式）,1970-01-01,,,,,,
5248.T,テクノロジーズ,グロース（内国株式）,1970-01-01,,,,,,
5250.T,プライム・ストラテジー,スタンダード（内国株式）,1970-01-01,,,,,,
5252.T,日本ナレッジ,グロース（内国株式）,1970-01-01,,,,,,
5253.T,カバー,グロース（内国株式）,1970-01-01,,,,,,
5254.T,Ａｒｅｎｔ,グロース（内国株式）,1970-01-01,,,,,,
5255.T,モンスターラボホールディングス,グロース（内国株式）,1970-01-01,,,,,,
5256.T,Ｆｕｓｉｃ,グロース（内国株式）,1970-01-01,,,,,,
5257.T,ノバシステム,スタンダード（内国株式）,1970-01-01,,,,,,
5258.T,トランザクション・メディア・ネットワークス,グロース（内国株式）,1970-01-01,,,,,,
5259.T,ＢＢＤイニシアティブ,グロース（内国株式）,1970-01-01,612.0,749.0,860.0,811.0,746.0,1.0
5261.T,リソルホールディングス,プライム（内国株式）,1970-01-01,4830.0,4725.0,4965.0,4555.0,4325.0,1.0
5262.T,日本ヒューム,プライム（内国株式）,1970-01-01,888.0,759.0,696.0,632.0,671.0,1.0
5268.T,旭コンクリート工業,スタンダード（内国株式）,1970-01-01,699.0,693.0,693.0,694.0,684.0,1.0
5269.T,日本コンクリート工業,プライム（内国株式）,1970-01-01,339.0,281.0,245.0,225.0,269.0,1.0
5271.T,トーヨーアサノ,スタンダード（内国株式）,1970-01-01,1711.0,1582.0,1617.0,1561.0,1600.0,1.0
5273.T,三谷セキサン,スタンダード（内国株式）,1970-01-01,5150.0,5140.0,4810.0,4060.0,3640.0,1.0
5277.T,スパンクリートコーポレーション,スタンダード（内国株式）,1970-01-01,236.0,228.0,231.0,239.0,246.0,1.0
5279.T,日本興業,スタンダード（内国株式）,1970-01-01,769.0,752.0,740.0,699.0,740.0,1.0
5280.T,ヨシコン,スタンダード（内国株式）,1970-01-01,1136.0,1171.0,1125.0,1034.0,1047.0,1.0
5282.T,ジオスター,スタンダード（内国株式）,1970-01-01,288.0,303.0,307.0,288.0,299.0,1.0
5283.T,高見澤,スタンダード（内国株式）,1970-01-01,2702.0,2570.0,2385.0,2000.0,1890.0,1.0
5284.T,ヤマウホールディングス,スタンダード（内国株式）,1970-01-01,1631.0,1190.0,1107.0,878.0,740.0,1.0
5285.T,ヤマックス,スタンダード（内国株式）,1970-01-01,733.0,492.0,434.0,346.0,327.0,1.0
5287.T,イトーヨーギョー,スタンダード（内国株式）,1970-01-01,590.0,641.0,640.0,589.0,735.0,1.0
5288.T,アジアパイルホールディングス,プライム（内国株式）,1970-01-01,674.0,604.0,750.0,515.0,498.0,1.0
5290.T,ベルテクスコーポレーション,スタンダード（内国株式）,1970-01-01,1500.0,1445.0,1313.0,1360.0,1388.0,1.0
5301.T,東海カーボン,プライム（内国株式）,1970-01-01,1170.5,1227.0,1340.0,1085.0,999.0,1.0
5302.T,日本カーボン,プライム（内国株式）,1970-01-01,4485.0,4470.0,4125.0,4330.0,4000.0,1.0
5304.T,ＳＥＣカーボン,スタンダード（内国株式）,1970-01-01,11710.0,9200.0,8920.0,6790.0,5980.0,1.0
5310.T,東洋炭素,プライム（内国株式）,1970-01-01,5990.0,5190.0,4135.0,3860.0,3215.0,1.0
5331.T,ノリタケカンパニーリミテド,プライム（内国株式）,1970-01-01,6130.0,5020.0,4490.0,3960.0,4090.0,1.0
5332.T,ＴＯＴＯ,プライム（内国株式）,1970-01-01,4005.0,4559.0,4530.0,4850.0,4720.0,1.0
5333.T,日本碍子,プライム（内国株式）,1970-01-01,1937.0,1741.0,1838.0,1796.0,1939.0,1.0
5334.T,日本特殊陶業,プライム（内国株式）,1970-01-01,3404.0,2647.0,2770.0,2530.0,2813.0,1.0
5337.T,ダントーホールディングス,スタンダード（内国株式）,1970-01-01,941.0,690.0,438.0,269.0,313.0,1.0
5341.T,ＡＳＡＨＩ　ＥＩＴＯホールディングス,スタンダード（内国株式）,1970-01-01,756.0,585.0,679.0,623.0,453.0,1.0
5344.T,ＭＡＲＵＷＡ,プライム（内国株式）,1970-01-01,27200.0,19620.0,17960.0,17650.0,16680.0,1.0
5351.T,品川リフラクトリーズ,プライム（内国株式）,1970-01-01,7120.0,4910.0,4700.0,3815.0,3825.0,1.0
5352.T,黒崎播磨,プライム（内国株式）,1970-01-01,9550.0,6830.0,6890.0,4885.0,4760.0,1.0
5355.T,日本坩堝,スタンダード（内国株式）,1970-01-01,549.0,537.0,537.0,540.0,570.0,1.0
5357.T,ヨータイ,プライム（内国株式）,1970-01-01,1503.0,1416.0,1574.0,1353.0,1400.0,1.0
5363.T,東京窯業,スタンダード（内国株式）,1970-01-01,346.0,319.0,323.0,265.0,273.0,1.0
5367.T,ニッカトー,プライム（内国株式）,1970-01-01,621.0,595.0,601.0,493.0,458.0,1.0
5368.T,日本インシュレーション,スタンダード（内国株式）,1970-01-01,888.0,829.0,839.0,811.0,884.0,1.0
5380.T,新東,スタンダード（内国株式）,1970-01-01,1490.0,1339.0,1404.0,1547.5,2272.5,1.0
5381.T,Ｍｉｐｏｘ,スタンダード（内国株式）,1970-01-01,544.0,675.0,589.0,719.0,598.0,1.0
5384.T,フジミインコーポレーテッド,プライム（内国株式）,1970-01-01,3340.0,3120.0,2163.333251953125,2363.333251953125,2223.333251953125,1.0
5386.T,鶴弥,スタンダード（内国株式）,1970-01-01,389.0,384.0,375.0,377.0,401.0,1.0
5388.T,クニミネ工業,スタンダード（内国株式）,1970-01-01,1041.0,928.0,934.0,837.0,842.0,1.0
5391.T,エーアンドエーマテリアル,スタンダード（内国株式）,1970-01-01,1191.0,1049.0,944.0,856.0,863.0,1.0
5393.T,ニチアス,プライム（内国株式）,1970-01-01,3055.0,2800.0,2709.0,2385.0,2367.0,1.0
5395.T,理研コランダム,スタンダード（内国株式）,1970-01-01,2416.0,2313.0,2380.0,2499.0,2230.0,1.0
5401.T,日本製鉄,プライム（内国株式）,1970-01-01,3506.0,2857.0,3148.0,2220.5,2216.0,1.0
5406.T,神戸製鋼所,プライム（内国株式）,1970-01-01,1901.0,1196.0,1005.0,613.0,632.0,1.0
5408.T,中山製鋼所,プライム（内国株式）,1970-01-01,955.0,796.0,1136.0,783.0,580.0,1.0
5410.T,合同製鐵,プライム（内国株式）,1970-01-01,4520.0,3295.0,3855.0,1949.0,1830.0,1.0
5411.T,ＪＦＥホールディングス,プライム（内国株式）,1970-01-01,2329.0,1824.5,1782.0,1547.0,1484.0,1.0
5423.T,東京製鐵,プライム（内国株式）,1970-01-01,1669.0,1379.0,1562.0,1288.0,1323.0,1.0
5440.T,共英製鋼,プライム（内国株式）,1970-01-01,1987.0,1922.0,1674.0,1276.0,1480.0,1.0
5444.T,大和工業,プライム（内国株式）,1970-01-01,7092.0,5786.0,5680.0,4520.0,4705.0,1.0
5445.T,東京鐵鋼,プライム（内国株式）,1970-01-01,3435.0,2716.0,1949.0,1357.0,1334.0,1.0
5446.T,北越メタル,スタンダード（内国株式）,1970-01-01,1586.0,1533.0,1670.0,1288.0,1229.0,1.0
5449.T,大阪製鐵,スタンダード（内国株式）,1970-01-01,1716.0,1377.0,1459.0,1104.0,1242.0,1.0
5451.T,淀川製鋼所,プライム（内国株式）,1970-01-01,3485.0,3060.0,2755.0,2494.0,2463.0,1.0
5458.T,高砂鐵工,スタンダード（内国株式）,1970-01-01,797.0,813.0,879.0,792.0,874.0,1.0
5461.T,中部鋼鈑,プライム（内国株式）,1970-01-01,,,,,,
5463.T,丸一鋼管,プライム（内国株式）,1970-01-01,3789.0,3213.0,3020.0,2753.0,2926.0,1.0
5464.T,モリ工業,スタンダード（内国株式）,1970-01-01,3565.0,3290.0,3265.0,2753.0,2711.0,1.0
5471.T,大同特殊鋼,プライム（内国株式）,1970-01-01,6150.0,5356.0,5410.0,4420.0,3815.0,1.0
5476.T,日本高周波鋼業,スタンダード（内国株式）,1970-01-01,521.0,326.0,345.0,312.0,331.0,1.0
5480.T,日本冶金工業,プライム（内国株式）,1970-01-01,4575.0,4040.0,4500.0,4150.0,2824.0,1.0
5481.T,山陽特殊製鋼,プライム（内国株式）,1970-01-01,2823.0,2642.0,2685.0,2137.0,2014.0,1.0
5482.T,愛知製鋼,プライム（内国株式）,1970-01-01,3920.0,2732.0,2481.0,2195.0,2032.0,1.0
5484.T,東北特殊鋼,スタンダード（内国株式）,1970-01-01,1788.0,1762.0,1760.0,1750.0,1566.0,1.0
5491.T,日本金属,プライム（内国株式）,1970-01-01,915.0,878.0,955.0,979.0,1020.0,1.0
5527.T,ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏｌｏｇｉｅｓ,グロース（内国株式）,1970-01-01,,,,,,
5532.T,リアルゲイト,グロース（内国株式）,1970-01-01,,,,,,
5533.T,エリッツホールディングス,スタンダード（内国株式）,1970-01-01,,,,,,
5541.T,大平洋金属,プライム（内国株式）,1970-01-01,1613.0,1569.0,2066.0,2066.0,2302.0,1.0
5542.T,新報国マテリアル,スタンダード（内国株式）,1970-01-01,1201.0,1189.0,1169.0,1131.0,1112.0,1.0
5563.T,新日本電工,プライム（内国株式）,1970-01-01,279.0,276.0,379.0,425.0,358.0,1.0
5570.T,ジェノバ,グロース（内国株式）,1970-01-01,,,,,,
5571.T,エキサイトホールディングス,スタンダード（内国株式）,1970-01-01,,,,,,
5572.T,Ｒｉｄｇｅ－ｉ,グロース（内国株式）,1970-01-01,,,,,,
5574.T,ＡＢＥＪＡ,グロース（内国株式）,1970-01-01,,,,,,
5575.T,Ｇｌｏｂｅｅ,グロース（内国株式）,1970-01-01,,,,,,
5576.T,オービーシステム,スタンダード（内国株式）,1970-01-01,,,,,,
5577.T,アイデミー,グロース（内国株式）,1970-01-01,,,,,,
5578.T,ＡＲアドバンストテクノロジ,グロース（内国株式）,1970-01-01,,,,,,
5580.T,プロディライト,グロース（内国株式）,1970-01-01,,,,,,
5582.T,グリッド,グロース（内国株式）,1970-01-01,,,,,,
5585.T,エコナビスタ,グロース（内国株式）,1970-01-01,,,,,,
5586.T,Ｌａｂｏｒｏ．ＡＩ,グロース（内国株式）,1970-01-01,,,,,,
5602.T,栗本鐵工所,プライム（内国株式）,1970-01-01,2841.0,1973.0,2115.0,1790.0,1630.0,1.0
5603.T,虹技,スタンダード（内国株式）,1970-01-01,1548.0,1202.0,1075.0,911.0,941.0,1.0
5609.T,日本鋳造,スタンダード（内国株式）,1970-01-01,1004.0,890.0,871.0,826.0,860.0,1.0
5610.T,大和重工,スタンダード（内国株式）,1970-01-01,1450.0,775.0,800.0,799.0,780.0,1.0
5612.T,日本鋳鉄管,スタンダード（内国株式）,1970-01-01,1090.0,1057.0,1002.0,953.0,974.0,1.0
5631.T,日本製鋼所,プライム（内国株式）,1970-01-01,2993.5,3018.0,2628.0,2826.0,3060.0,1.0
5632.T,三菱製鋼,プライム（内国株式）,1970-01-01,1496.0,1223.0,1266.0,1013.0,1018.0,1.0
5644.T,メタルアート,スタンダード（内国株式）,1970-01-01,3645.0,2740.0,2865.0,2180.0,1931.0,1.0
5658.T,日亜鋼業,スタンダード（内国株式）,1970-01-01,316.0,313.0,296.0,234.0,247.0,1.0
5659.T,日本精線,プライム（内国株式）,1970-01-01,4815.0,4475.0,4720.0,4270.0,4520.0,1.0
5660.T,神鋼鋼線工業,スタンダード（内国株式）,1970-01-01,1020.0,960.0,1089.0,890.0,866.0,1.0
5695.T,パウダーテック,スタンダード（内国株式）,1970-01-01,2355.0,2231.0,2270.0,2131.0,2210.0,1.0
5697.T,サンユウ,スタンダード（内国株式）,1970-01-01,571.0,517.0,763.0,528.0,508.0,1.0
5698.T,エンビプロ・ホールディングス,プライム（内国株式）,1970-01-01,586.0,607.0,731.0,736.0,867.0,1.0
5699.T,イボキン,スタンダード（内国株式）,1970-01-01,1182.0,1193.0,1345.0,1416.0,1517.0,1.0
5702.T,大紀アルミニウム工業所,プライム（内国株式）,1970-01-01,1481.0,1318.0,1485.0,1287.0,1316.0,1.0
5703.T,日本軽金属ホールディングス,プライム（内国株式）,1970-01-01,1569.0,1369.0,1508.0,1548.0,1594.0,1.0
5704.T,ＪＭＣ,グロース（内国株式）,1970-01-01,965.0,629.0,687.0,782.0,781.0,1.0
5706.T,三井金属鉱業,プライム（内国株式）,1970-01-01,3792.0,3184.0,3460.0,3170.0,3145.0,1.0
5707.T,東邦亜鉛,プライム（内国株式）,1970-01-01,1689.0,1681.0,2190.0,2161.0,2433.0,1.0
5711.T,三菱マテリアル,プライム（内国株式）,1970-01-01,2483.0,2440.5,2251.0,2160.0,2011.0,1.0
5713.T,住友金属鉱山,プライム（内国株式）,1970-01-01,4565.0,4520.0,5307.0,4776.0,4236.0,1.0
5714.T,ＤＯＷＡホールディングス,プライム（内国株式）,1970-01-01,4756.0,4318.0,4540.0,4480.0,5100.0,1.0
5715.T,古河機械金属,プライム（内国株式）,1970-01-01,1766.0,1482.0,1400.0,1272.0,1249.0,1.0
5721.T,エス・サイエンス,スタンダード（内国株式）,1970-01-01,24.0,24.0,27.0,26.0,26.0,1.0
5724.T,アサカ理研,スタンダード（内国株式）,1970-01-01,1325.0,1333.0,1414.0,1505.0,1650.0,1.0
5726.T,大阪チタニウムテクノロジーズ,プライム（内国株式）,1970-01-01,3325.0,3035.0,3200.0,4000.0,2987.0,1.0
5727.T,東邦チタニウム,プライム（内国株式）,1970-01-01,2025.0,1962.0,2108.0,2632.0,2115.0,1.0
5729.T,日本精鉱,スタンダード（内国株式）,1970-01-01,2680.0,2822.0,3140.0,2966.0,3195.0,1.0
5741.T,ＵＡＣＪ,プライム（内国株式）,1970-01-01,3175.0,2630.0,2758.0,2335.0,2293.0,1.0
5742.T,エヌアイシ・オートテック,スタンダード（内国株式）,1970-01-01,831.0,807.0,807.0,782.0,811.0,1.0
5753.T,日本伸銅,スタンダード（内国株式）,1970-01-01,1985.0,2016.0,2080.0,1975.0,1933.0,1.0
5757.T,ＣＫサンエツ,プライム（内国株式）,1970-01-01,3785.0,4185.0,4290.0,4005.0,4070.0,1.0
5759.T,日本電解,グロース（内国株式）,1970-01-01,1724.0,1640.0,2174.0,2460.0,2735.0,1.0
5781.T,東邦金属,スタンダード（内国株式）,1970-01-01,1511.0,1475.0,1210.0,888.0,963.0,1.0
5801.T,古河電気工業,プライム（内国株式）,1970-01-01,2520.0,2439.5,2423.0,2497.0,2414.0,1.0
5802.T,住友電気工業,プライム（内国株式）,1970-01-01,1787.0,1697.5,1706.5,1536.5,1587.0,1.0
5803.T,フジクラ,プライム（内国株式）,1970-01-01,1212.0,1167.5,973.0,1033.0,969.0,1.0
5805.T,ＳＷＣＣ,プライム（内国株式）,1970-01-01,1993.0,1915.0,1927.0,1743.0,1735.0,1.0
5809.T,タツタ電線,プライム（内国株式）,1970-01-01,708.0,716.0,712.0,426.0,463.0,1.0
5816.T,オーナンバ,スタンダード（内国株式）,1970-01-01,900.0,944.0,822.0,661.0,558.0,1.0
5817.T,ＪＭＡＣＳ,スタンダード（内国株式）,1970-01-01,617.0,565.0,540.0,507.0,458.0,1.0
5819.T,カナレ電気,スタンダード（内国株式）,1970-01-01,1433.0,1346.0,1296.0,1466.0,1500.0,1.0
5820.T,三ッ星,スタンダード（内国株式）,1970-01-01,2177.0,2222.0,2511.0,3605.0,5220.0,1.0
5821.T,平河ヒューテック,プライム（内国株式）,1970-01-01,1505.0,1403.0,1503.0,1106.0,1110.0,1.0
5830.T,いよぎんホールディングス,プライム（内国株式）,1970-01-01,,,,,,
5831.T,しずおかフィナンシャルグループ,プライム（内国株式）,1970-01-01,,,,,,
5832.T,ちゅうぎんフィナンシャルグループ,プライム（内国株式）,1970-01-01,,,,,,
5834.T,ＳＢＩリーシングサービス,グロース（内国株式）,1970-01-01,,,,,,
5838.T,楽天銀行,プライム（内国株式）,1970-01-01,,,,,,
5851.T,リョービ,プライム（内国株式）,1970-01-01,2852.0,1644.0,1512.0,1214.0,1270.0,1.0
5852.T,アーレスティ,プライム（内国株式）,1970-01-01,742.0,606.0,600.0,425.0,396.0,1.0
5856.T,エルアイイーエイチ,スタンダード（内国株式）,1970-01-01,50.0,53.0,64.0,53.0,52.0,1.0
5857.T,ＡＲＥホールディングス,プライム（内国株式）,1970-01-01,1907.0,1958.0,2021.0,2036.0,2053.0,1.0
5884.T,クラダシ,グロース（内国株式）,1970-01-01,,,,,,
5885.T,ジーデップ・アドバンス,スタンダード（内国株式）,1970-01-01,,,,,,
5900.T,ダイケン,スタンダード（内国株式）,1970-01-01,780.0,782.0,753.0,676.0,705.0,1.0
5901.T,東洋製罐グループホールディングス,プライム（内国株式）,1970-01-01,2662.5,2136.0,1787.0,1575.0,1664.0,1.0
5902.T,ホッカンホールディングス,プライム（内国株式）,1970-01-01,1608.0,1346.0,1348.0,1302.0,1324.0,1.0
5903.T,シンポ,スタンダード（内国株式）,1970-01-01,1191.0,1302.0,1234.0,1125.0,1094.0,1.0
5905.T,日本製罐,スタンダード（内国株式）,1970-01-01,1710.0,1510.0,1275.0,1150.0,1150.0,1.0
5906.T,エムケー精工,スタンダード（内国株式）,1970-01-01,381.0,382.0,409.0,345.0,341.0,1.0
5909.T,コロナ,スタンダード（内国株式）,1970-01-01,912.0,885.0,916.0,858.0,828.0,1.0
5911.T,横河ブリッジホールディングス,プライム（内国株式）,1970-01-01,2799.0,2331.0,2087.0,1891.0,1917.0,1.0
5915.T,駒井ハルテック,プライム（内国株式）,1970-01-01,1836.0,1730.0,1765.0,1539.0,1668.0,1.0
5918.T,瀧上工業,スタンダード（内国株式）,1970-01-01,8210.0,7850.0,8000.0,7020.0,7040.0,1.0
5921.T,川岸工業,スタンダード（内国株式）,1970-01-01,3250.0,2796.0,2650.0,2669.0,2808.0,1.0
5922.T,那須電機鉄工,スタンダード（内国株式）,1970-01-01,8930.0,8850.0,7990.0,7880.0,8080.0,1.0
5923.T,高田機工,スタンダード（内国株式）,1970-01-01,3085.0,2726.0,2780.0,2449.0,2425.0,1.0
5928.T,アルメタックス,スタンダード（内国株式）,1970-01-01,301.0,308.0,456.0,267.0,262.0,1.0
5929.T,三和ホールディングス,プライム（内国株式）,1970-01-01,2254.5,1729.0,1448.0,1258.0,1368.0,1.0
5930.T,文化シヤッター,プライム（内国株式）,1970-01-01,1104.0,1122.0,1135.0,1090.0,1060.0,1.0
5932.T,三協立山,プライム（内国株式）,1970-01-01,932.0,656.0,729.0,551.0,612.0,1.0
5933.T,アルインコ,プライム（内国株式）,1970-01-01,1091.0,985.0,1047.0,992.0,903.0,1.0
5935.T,元旦ビューティ工業,スタンダード（内国株式）,1970-01-01,2042.0,2385.0,10200.0,6100.0,5620.0,1.0
5936.T,東洋シヤッター,スタンダード（内国株式）,1970-01-01,633.0,574.0,528.0,502.0,546.0,1.0
5938.T,ＬＩＸＩＬ,プライム（内国株式）,1970-01-01,1824.5,1854.0,2244.0,2117.0,2377.0,1.0
5939.T,大谷工業,スタンダード（内国株式）,1970-01-01,7940.0,6350.0,4330.0,4195.0,6350.0,1.0
5940.T,不二サッシ,スタンダード（内国株式）,1970-01-01,80.0,72.0,68.0,67.0,69.0,1.0
5941.T,中西製作所,スタンダード（内国株式）,1970-01-01,1621.0,1720.0,1879.0,1644.0,1703.0,1.0
5942.T,日本フイルコン,スタンダード（内国株式）,1970-01-01,479.0,456.0,465.0,463.0,483.0,1.0
5943.T,ノーリツ,プライム（内国株式）,1970-01-01,1599.0,1775.0,1701.0,1474.0,1540.0,1.0
5945.T,天龍製鋸,スタンダード（内国株式）,1970-01-01,3195.0,3020.0,3235.0,3115.0,3085.0,1.0
5946.T,長府製作所,プライム（内国株式）,1970-01-01,2155.0,2400.0,2152.0,1980.0,1992.0,1.0
5947.T,リンナイ,プライム（内国株式）,1970-01-01,2853.0,3048.0,9620.0,10090.0,10590.0,1.0
5949.T,ユニプレス,プライム（内国株式）,1970-01-01,1235.0,1018.0,905.0,833.0,950.0,1.0
5950.T,日本パワーファスニング,スタンダード（内国株式）,1970-01-01,122.0,121.0,122.0,126.0,118.0,1.0
5951.T,ダイニチ工業,スタンダード（内国株式）,1970-01-01,745.0,699.0,678.0,674.0,639.0,1.0
5952.T,アマテイ,スタンダード（内国株式）,1970-01-01,152.0,126.0,126.0,117.0,128.0,1.0
5955.T,ヤマシナ,スタンダード（内国株式）,1970-01-01,81.0,106.0,67.0,65.0,69.0,1.0
5956.T,トーソー,スタンダード（内国株式）,1970-01-01,531.0,512.0,511.0,499.0,500.0,1.0
5957.T,日東精工,プライム（内国株式）,1970-01-01,563.0,597.0,550.0,516.0,512.0,1.0
5958.T,三洋工業,スタンダード（内国株式）,1970-01-01,2070.0,1858.0,1927.0,1744.0,1688.0,1.0
5959.T,岡部,プライム（内国株式）,1970-01-01,747.0,782.0,765.0,710.0,650.0,1.0
5962.T,浅香工業,スタンダード（内国株式）,1970-01-01,1450.0,1397.0,1470.0,1587.0,1571.0,1.0
5965.T,フジマック,スタンダード（内国株式）,1970-01-01,735.0,686.0,682.0,719.0,712.0,1.0
5966.T,京都機械工具,スタンダード（内国株式）,1970-01-01,2092.0,2001.0,1983.0,1990.0,1940.0,1.0
5967.T,ＴＯＮＥ,スタンダード（内国株式）,1970-01-01,1246.0,860.0,797.0,771.0,685.0,1.0
5969.T,ロブテックス,スタンダード（内国株式）,1970-01-01,1214.0,1260.0,1286.0,1373.0,1104.5,1.0
5970.T,ジーテクト,プライム（内国株式）,1970-01-01,1841.0,1369.0,1456.0,1479.0,1355.0,1.0
5971.T,共和工業所,スタンダード（内国株式）,1970-01-01,4205.0,4090.0,4140.0,3930.0,4110.0,1.0
5973.T,トーアミ,スタンダード（内国株式）,1970-01-01,523.0,500.0,491.0,466.0,461.0,1.0
5974.T,中国工業,スタンダード（内国株式）,1970-01-01,727.0,718.0,659.0,619.0,710.0,1.0
5975.T,東プレ,プライム（内国株式）,1970-01-01,1750.0,1441.0,1256.0,1214.0,1227.0,1.0
5976.T,高周波熱錬,プライム（内国株式）,1970-01-01,1015.0,918.0,686.0,675.0,677.0,1.0
5981.T,東京製綱,プライム（内国株式）,1970-01-01,1209.0,1066.0,1323.0,872.0,976.0,1.0
5982.T,マルゼン,スタンダード（内国株式）,1970-01-01,2030.0,2100.0,1878.0,1800.0,1843.0,1.0
5983.T,イワブチ,スタンダード（内国株式）,1970-01-01,5370.0,5220.0,4780.0,4660.0,4725.0,1.0
5984.T,兼房,スタンダード（内国株式）,1970-01-01,724.0,716.0,797.0,790.0,769.0,1.0
5985.T,サンコール,プライム（内国株式）,1970-01-01,504.0,505.0,630.0,620.0,713.0,1.0
5986.T,モリテック　スチール,スタンダード（内国株式）,1970-01-01,335.0,265.0,313.0,236.0,284.0,1.0
5987.T,オーネックス,スタンダード（内国株式）,1970-01-01,1257.0,930.0,889.0,933.0,939.0,1.0
5988.T,パイオラックス,プライム（内国株式）,1970-01-01,2364.0,1952.0,2025.0,1656.0,1940.0,1.0
5989.T,エイチワン,プライム（内国株式）,1970-01-01,772.0,648.0,658.0,634.0,592.0,1.0
5990.T,スーパーツール,スタンダード（内国株式）,1970-01-01,1962.0,1934.0,1970.0,1998.0,2118.0,1.0
5991.T,日本発條,プライム（内国株式）,1970-01-01,1131.5,978.4000244140625,921.0,889.0,931.0,1.0
5992.T,中央発條,プライム（内国株式）,1970-01-01,752.0,696.0,749.0,697.0,700.0,1.0
5994.T,ファインシンター,スタンダード（内国株式）,1970-01-01,1160.0,1192.0,1046.0,1110.0,1318.0,1.0
5997.T,協立エアテック,スタンダード（内国株式）,1970-01-01,612.0,533.0,492.0,481.0,507.0,1.0
5998.T,アドバネクス,スタンダード（内国株式）,1970-01-01,1045.0,990.0,1166.0,1151.0,1238.0,1.0
6005.T,三浦工業,プライム（内国株式）,1970-01-01,3375.0,3904.0,3275.0,3220.0,2884.0,1.0
6013.T,タクマ,プライム（内国株式）,1970-01-01,1623.0,1467.0,1370.0,1241.0,1346.0,1.0
6016.T,ジャパンエンジンコーポレーション,スタンダード（内国株式）,1970-01-01,5070.0,2992.0,1329.0,1208.0,1165.0,1.0
6018.T,阪神内燃機工業,スタンダード（内国株式）,1970-01-01,1854.0,1485.0,1400.0,1400.0,1384.0,1.0
6022.T,赤阪鐵工所,スタンダード（内国株式）,1970-01-01,2218.0,1973.0,1477.0,1491.0,1533.0,1.0
6023.T,ダイハツディーゼル,スタンダード（内国株式）,1970-01-01,860.0,640.0,542.0,545.0,508.0,1.0
6026.T,ＧＭＯ　ＴＥＣＨ,グロース（内国株式）,1970-01-01,3865.0,2671.0,2920.0,1620.0,1706.0,1.0
6027.T,弁護士ドットコム,グロース（内国株式）,1970-01-01,5050.0,3445.0,2382.0,3010.0,3650.0,1.0
6028.T,テクノプロ・ホールディングス,プライム（内国株式）,1970-01-01,3618.0,3272.0,3535.0,3805.0,3050.0,1.0
6029.T,アトラグループ,スタンダード（内国株式）,1970-01-01,246.0,181.0,183.0,201.0,188.0,1.0
6030.T,アドベンチャー,グロース（内国株式）,1970-01-01,6670.0,9400.0,10170.0,11990.0,10660.0,1.0
6031.T,サイジニア,グロース（内国株式）,1970-01-01,1085.0,860.0,886.0,926.0,986.0,1.0
