symbol,name,market,latestClosingDate,c,c63,c126,c189,c252,is_valid
3386.T,コスモ・バイオ,スタンダード（内国株式）,1970-01-01,962.0,949.0,989.0,1016.0,1028.0,1.0
3387.T,クリエイト・レストランツ・ホールディングス,プライム（内国株式）,1970-01-01,1192.0,1011.0,1045.0,932.0,877.0,1.0
3388.T,明治電機工業,プライム（内国株式）,1970-01-01,1526.0,1330.0,1210.0,1020.0,1050.0,1.0
3391.T,ツルハホールディングス,プライム（内国株式）,1970-01-01,10660.0,9903.0,8760.0,9150.0,7660.0,1.0
3392.T,デリカフーズホールディングス,スタンダード（内国株式）,1970-01-01,687.0,588.0,544.0,483.0,520.0,1.0
3393.T,スターティアホールディングス,プライム（内国株式）,1970-01-01,1801.0,1186.0,1352.0,1158.0,963.0,1.0
3395.T,サンマルクホールディングス,プライム（内国株式）,1970-01-01,1895.0,1895.0,1815.0,1674.0,1588.0,1.0
3396.T,フェリシモ,スタンダード（内国株式）,1970-01-01,1002.0,1005.0,1003.0,1012.0,1025.0,1.0
3397.T,トリドールホールディングス,プライム（内国株式）,1970-01-01,4025.0,3035.0,2755.0,2696.0,2916.0,1.0
3399.T,丸千代山岡家,スタンダード（内国株式）,1970-01-01,3610.0,1945.0,1263.5,1164.0,984.0,1.0
3401.T,帝人,プライム（内国株式）,1970-01-01,1493.5,1340.5,1426.0,1284.0,1460.0,1.0
3402.T,東レ,プライム（内国株式）,1970-01-01,796.2999877929688,771.7000122070312,798.5,728.0999755859375,780.4000244140625,1.0
3405.T,クラレ,プライム（内国株式）,1970-01-01,1689.5,1333.0,1263.0,1063.0,1058.0,1.0
3407.T,旭化成,プライム（内国株式）,1970-01-01,950.7000122070312,966.4000244140625,960.9000244140625,1009.0,1020.5,1.0
3409.T,北日本紡績,スタンダード（内国株式）,1970-01-01,121.0,114.0,85.0,102.0,121.0,1.0
3415.T,ＴＯＫＹＯ　ＢＡＳＥ,プライム（内国株式）,1970-01-01,311.0,460.0,500.0,302.0,338.0,1.0
3416.T,ピクスタ,グロース（内国株式）,1970-01-01,810.0,760.0,829.0,792.0,934.0,1.0
3417.T,大木ヘルスケアホールディングス,スタンダード（内国株式）,1970-01-01,995.0,936.0,833.0,748.0,737.0,1.0
3418.T,バルニバービ,グロース（内国株式）,1970-01-01,1523.0,1435.0,987.0,992.0,959.0,1.0
3420.T,ケー・エフ・シー,スタンダード（内国株式）,1970-01-01,1323.0,1290.0,1308.0,1292.0,1651.0,1.0
3421.T,稲葉製作所,スタンダード（内国株式）,1970-01-01,1572.0,1482.0,1515.0,1362.0,1337.0,1.0
3422.T,Ｊ－ＭＡＸ,スタンダード（内国株式）,1970-01-01,619.0,587.0,738.0,644.0,641.0,1.0
3423.T,エスイー,スタンダード（内国株式）,1970-01-01,301.0,304.0,329.0,317.0,344.0,1.0
3426.T,アトムリビンテック,スタンダード（内国株式）,1970-01-01,1143.0,1250.0,1168.0,1344.0,1385.0,1.0
3431.T,宮地エンジニアリンググループ,プライム（内国株式）,1970-01-01,6030.0,3960.0,3790.0,3405.0,3145.0,1.0
3433.T,トーカロ,プライム（内国株式）,1970-01-01,1437.0,1396.0,1291.0,1226.0,1256.0,1.0
3434.T,アルファＣｏ,スタンダード（内国株式）,1970-01-01,1558.0,1081.0,1030.0,937.0,943.0,1.0
3435.T,サンコーテクノ,スタンダード（内国株式）,1970-01-01,1175.0,991.0,983.0,918.0,922.0,1.0
3436.T,ＳＵＭＣＯ,プライム（内国株式）,1970-01-01,1955.0,2040.0,1895.0,2025.0,1894.0,1.0
3437.T,特殊電極,スタンダード（内国株式）,1970-01-01,2142.0,2377.0,2207.0,2150.0,2206.0,1.0
3439.T,三ツ知,スタンダード（内国株式）,1970-01-01,880.0,1032.0,1108.0,1082.0,1053.0,1.0
3440.T,日創プロニティ,スタンダード（内国株式）,1970-01-01,935.0,785.0,622.0,570.0,564.0,1.0
3441.T,山王,スタンダード（内国株式）,1970-01-01,1046.0,1060.0,1084.0,903.0,1090.0,1.0
3443.T,川田テクノロジーズ,プライム（内国株式）,1970-01-01,6040.0,5180.0,3775.0,3350.0,3635.0,1.0
3444.T,菊池製作所,スタンダード（内国株式）,1970-01-01,383.0,365.0,412.0,466.0,519.0,1.0
3445.T,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,プライム（内国株式）,1970-01-01,2777.0,3235.0,3440.0,4275.0,3290.0,1.0
3446.T,ジェイテックコーポレーション,プライム（内国株式）,1970-01-01,2599.0,2667.0,2990.0,1838.0,1706.0,1.0
3447.T,信和,スタンダード（内国株式）,1970-01-01,778.0,729.0,745.0,780.0,811.0,1.0
3449.T,テクノフレックス,スタンダード（内国株式）,1970-01-01,1100.0,1133.0,1103.0,1000.0,1023.0,1.0
3452.T,ビーロット,プライム（内国株式）,1970-01-01,904.0,641.0,574.0,566.0,551.0,1.0
3454.T,ファーストブラザーズ,プライム（内国株式）,1970-01-01,1089.0,929.0,879.0,845.0,839.0,1.0
3457.T,Ａｎｄ　Ｄｏホールディングス,プライム（内国株式）,1970-01-01,1044.0,1159.0,882.0,842.0,856.0,1.0
3458.T,シーアールイー,プライム（内国株式）,1970-01-01,1553.0,1322.0,1162.0,1397.0,1711.0,1.0
3461.T,パルマ,グロース（内国株式）,1970-01-01,353.0,316.0,313.0,329.0,557.0,1.0
3464.T,プロパティエージェント,プライム（内国株式）,1970-01-01,1370.0,1166.0,1238.0,1251.0,1541.0,1.0
3465.T,ケイアイスター不動産,プライム（内国株式）,1970-01-01,4795.0,4840.0,4195.0,4775.0,4810.0,1.0
3467.T,アグレ都市デザイン,プライム（内国株式）,1970-01-01,1550.0,1507.0,1673.0,1557.0,1474.0,1.0
3469.T,デュアルタップ,スタンダード（内国株式）,1970-01-01,405.0,532.0,506.0,567.0,526.0,1.0
3474.T,Ｇ－ＦＡＣＴＯＲＹ,グロース（内国株式）,1970-01-01,407.0,402.0,435.0,481.0,398.0,1.0
3475.T,グッドコムアセット,プライム（内国株式）,1970-01-01,958.0,860.0,894.0,748.0,682.5,1.0
3477.T,フォーライフ,グロース（内国株式）,1970-01-01,603.0,611.0,633.0,654.0,759.5,1.0
3479.T,ティーケーピー,グロース（内国株式）,1970-01-01,2670.0,2670.0,2979.0,2617.0,2371.0,1.0
3480.T,ジェイ・エス・ビー,プライム（内国株式）,1970-01-01,5660.0,4735.0,4065.0,4350.0,3470.0,1.0
3482.T,ロードスターキャピタル,プライム（内国株式）,1970-01-01,1761.0,1590.0,1462.0,1744.0,1825.0,1.0
3484.T,テンポイノベーション,プライム（内国株式）,1970-01-01,1273.0,1072.0,1286.0,985.0,906.0,1.0
3486.T,グローバル・リンク・マネジメント,プライム（内国株式）,1970-01-01,1917.0,1287.0,1327.0,1223.0,925.0,1.0
3489.T,フェイスネットワーク,プライム（内国株式）,1970-01-01,1419.0,1341.0,1750.0,1373.0,1387.0,1.0
3490.T,アズ企画設計,スタンダード（内国株式）,1970-01-01,2274.0,1995.0,1636.0,1320.0,1251.0,1.0
3491.T,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,グロース（内国株式）,1970-01-01,1383.0,1263.0,1099.0,1672.0,1624.0,1.0
3494.T,マリオン,スタンダード（内国株式）,1970-01-01,1012.0,1001.0,987.0,944.0,946.0,1.0
3495.T,香陵住販,スタンダード（内国株式）,1970-01-01,1518.0,1275.0,2424.0,2060.0,1975.0,1.0
3496.T,アズーム,グロース（内国株式）,1970-01-01,7350.0,6200.0,5080.0,5280.0,4295.0,1.0
3497.T,ＬｅＴｅｃｈ,グロース（内国株式）,1970-01-01,1057.0,1026.0,786.0,734.0,707.0,1.0
3498.T,霞ヶ関キャピタル,グロース（内国株式）,1970-01-01,5300.0,3955.0,4100.0,5030.0,3075.0,1.0
3501.T,住江織物,プライム（内国株式）,1970-01-01,2249.0,2174.0,1994.0,1777.0,1726.0,1.0
3512.T,日本フエルト,スタンダード（内国株式）,1970-01-01,427.0,413.0,426.0,409.0,414.0,1.0
3513.T,イチカワ,スタンダード（内国株式）,1970-01-01,1458.0,1336.0,1365.0,1307.0,1389.0,1.0
3521.T,エコナックホールディングス,プライム（内国株式）,1970-01-01,85.0,97.0,94.0,92.0,88.0,1.0
3524.T,日東製網,スタンダード（内国株式）,1970-01-01,1446.0,1392.0,1587.0,1350.0,1339.0,1.0
3526.T,芦森工業,プライム（内国株式）,1970-01-01,2125.0,1789.0,1510.0,1272.0,1016.0,1.0
3529.T,アツギ,プライム（内国株式）,1970-01-01,442.0,412.0,399.0,387.0,405.0,1.0
3536.T,アクサスホールディングス,スタンダード（内国株式）,1970-01-01,137.0,126.0,120.0,124.0,147.0,1.0
3537.T,昭栄薬品,スタンダード（内国株式）,1970-01-01,978.0,975.0,1009.0,991.0,1001.0,1.0
3538.T,ウイルプラスホールディングス,プライム（内国株式）,1970-01-01,1136.0,1104.0,1200.0,1137.0,1120.0,1.0
3539.T,ＪＭホールディングス,プライム（内国株式）,1970-01-01,1907.0,1986.0,1870.0,1705.0,1555.0,1.0
3540.T,歯愛メディカル,スタンダード（内国株式）,1970-01-01,4230.0,4105.0,4875.0,5030.0,5040.0,1.0
3541.T,農業総合研究所,グロース（内国株式）,1970-01-01,336.0,406.0,422.0,361.0,357.0,1.0
3542.T,ベガコーポレーション,グロース（内国株式）,1970-01-01,628.0,617.0,626.0,528.0,534.0,1.0
3543.T,コメダホールディングス,プライム（内国株式）,1970-01-01,2898.0,2678.0,2368.0,2373.0,2214.0,1.0
3544.T,サツドラホールディングス,プライム（内国株式）,1970-01-01,791.0,764.0,842.0,701.0,641.0,1.0
3546.T,アレンザホールディングス,プライム（内国株式）,1970-01-01,1010.0,994.0,974.0,975.0,976.0,1.0
3547.T,串カツ田中ホールディングス,スタンダード（内国株式）,1970-01-01,1599.0,1676.0,1596.0,1750.0,1788.0,1.0
3548.T,バロックジャパンリミテッド,プライム（内国株式）,1970-01-01,848.0,838.0,799.0,798.0,773.0,1.0
3549.T,クスリのアオキホールディングス,プライム（内国株式）,1970-01-01,9187.0,7189.0,6740.0,7630.0,6090.0,1.0
3550.T,スタジオアタオ,グロース（内国株式）,1970-01-01,218.0,222.0,209.0,231.0,252.0,1.0
3551.T,ダイニック,スタンダード（内国株式）,1970-01-01,780.0,716.0,780.0,610.0,618.0,1.0
3553.T,共和レザー,スタンダード（内国株式）,1970-01-01,656.0,529.0,533.0,505.0,552.0,1.0
3556.T,リネットジャパングループ,グロース（内国株式）,1970-01-01,709.0,525.0,563.0,468.0,567.0,1.0
3557.T,ユナイテッド＆コレクティブ,グロース（内国株式）,1970-01-01,1238.0,1212.0,1200.0,1212.0,1207.0,1.0
3558.T,ジェイドグループ,グロース（内国株式）,1970-01-01,1775.0,1623.0,1005.0,1168.0,1215.0,1.0
3559.T,ピーバンドットコム,プライム（内国株式）,1970-01-01,460.0,472.0,555.0,527.0,514.0,1.0
3560.T,ほぼ日,スタンダード（内国株式）,1970-01-01,3555.0,3485.0,3170.0,3150.0,3400.0,1.0
3561.T,力の源ホールディングス,プライム（内国株式）,1970-01-01,2359.0,1500.0,1539.0,888.0,677.0,1.0
3562.T,Ｎｏ．１,スタンダード（内国株式）,1970-01-01,1143.0,1146.0,1255.0,1056.0,909.0,1.0
3563.T,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,プライム（内国株式）,1970-01-01,2753.5,3360.0,3650.0,2578.0,2123.0,1.0
3565.T,アセンテック,プライム（内国株式）,1970-01-01,633.0,701.0,522.0,502.0,629.0,1.0
3566.T,ユニフォームネクスト,グロース（内国株式）,1970-01-01,658.0,696.0,476.0,397.0,270.0,1.0
3569.T,セーレン,プライム（内国株式）,1970-01-01,2404.0,2300.0,2434.0,2562.0,2064.0,1.0
3571.T,ソトー,スタンダード（内国株式）,1970-01-01,783.0,801.0,807.0,829.0,754.0,1.0
3577.T,東海染工,スタンダード（内国株式）,1970-01-01,1070.0,1115.0,1124.0,1123.0,1124.0,1.0
3580.T,小松マテーレ,プライム（内国株式）,1970-01-01,742.0,661.0,715.0,780.0,859.0,1.0
3583.T,オーベクス,スタンダード（内国株式）,1970-01-01,900.0,921.0,1012.0,999.0,994.0,1.0
3591.T,ワコールホールディングス,プライム（内国株式）,1970-01-01,3212.0,2950.0,2490.0,2270.0,2206.0,1.0
3593.T,ホギメディカル,プライム（内国株式）,1970-01-01,3215.0,3240.0,3265.0,3480.0,3405.0,1.0
3597.T,自重堂,スタンダード（内国株式）,1970-01-01,9780.0,9090.0,6710.0,6240.0,6250.0,1.0
3598.T,山喜,スタンダード（内国株式）,1970-01-01,176.0,140.0,139.0,134.0,137.0,1.0
3600.T,フジックス,スタンダード（内国株式）,1970-01-01,1580.0,1506.0,1492.0,1505.0,1862.0,1.0
3604.T,川本産業,スタンダード（内国株式）,1970-01-01,901.0,921.0,916.0,1052.0,921.0,1.0
3607.T,クラウディアホールディングス,スタンダード（内国株式）,1970-01-01,662.0,669.0,363.0,282.0,271.0,1.0
3608.T,ＴＳＩホールディングス,プライム（内国株式）,1970-01-01,732.0,669.0,642.0,467.0,381.0,1.0
3611.T,マツオカコーポレーション,プライム（内国株式）,1970-01-01,1425.0,1105.0,1375.0,1047.0,937.0,1.0
3612.T,ワールド,プライム（内国株式）,1970-01-01,1639.0,1518.0,1480.0,1281.0,1357.0,1.0
3622.T,ネットイヤーグループ,グロース（内国株式）,1970-01-01,612.0,561.0,532.0,512.0,502.0,1.0
3623.T,ビリングシステム,グロース（内国株式）,1970-01-01,1004.0,1056.0,1302.0,1554.0,906.0,1.0
3624.T,アクセルマーク,グロース（内国株式）,1970-01-01,256.0,349.0,305.0,348.0,391.0,1.0
3625.T,テックファームホールディングス,グロース（内国株式）,1970-01-01,572.0,564.0,627.0,711.0,393.0,1.0
3626.T,ＴＩＳ,プライム（内国株式）,1970-01-01,3460.0,3855.0,3480.0,3760.0,4090.0,1.0
3627.T,ＪＮＳホールディングス,プライム（内国株式）,1970-01-01,464.0,426.0,340.0,347.0,398.0,1.0
3628.T,データホライゾン,グロース（内国株式）,1970-01-01,2282.0,2570.0,2604.0,2004.0,1853.0,1.0
3632.T,グリー,プライム（内国株式）,1970-01-01,617.0,689.0,721.0,752.0,863.0,1.0
3633.T,ＧＭＯペパボ,プライム（内国株式）,1970-01-01,1365.0,1740.0,1870.0,2030.0,1901.0,1.0
3634.T,ソケッツ,スタンダード（内国株式）,1970-01-01,965.0,920.0,1000.0,852.0,863.0,1.0
3635.T,コーエーテクモホールディングス,プライム（内国株式）,1970-01-01,2278.0,2398.0,2292.0,2356.0,2310.0,1.0
3636.T,三菱総合研究所,プライム（内国株式）,1970-01-01,5100.0,5220.0,5050.0,4975.0,4270.0,1.0
3639.T,ボルテージ,スタンダード（内国株式）,1970-01-01,299.0,302.0,320.0,318.0,313.0,1.0
3640.T,電算,スタンダード（内国株式）,1970-01-01,1579.0,1616.0,1900.0,1634.0,1995.0,1.0
3641.T,パピレス,スタンダード（内国株式）,1970-01-01,884.0,981.0,1020.0,1000.0,1208.0,1.0
3645.T,メディカルネット,グロース（内国株式）,1970-01-01,355.0,395.0,409.0,434.0,460.0,1.0
3646.T,駅探,グロース（内国株式）,1970-01-01,400.0,417.0,493.0,500.0,465.0,1.0
3647.T,ジー・スリーホールディングス,スタンダード（内国株式）,1970-01-01,165.0,201.0,194.0,186.0,210.0,1.0
3648.T,ＡＧＳ,スタンダード（内国株式）,1970-01-01,721.0,704.0,702.0,651.0,691.0,1.0
3649.T,ファインデックス,プライム（内国株式）,1970-01-01,681.0,595.0,637.0,519.0,628.0,1.0
3652.T,ディジタルメディアプロフェッショナル,グロース（内国株式）,1970-01-01,2409.0,3615.0,2479.0,1832.0,1362.0,1.0
3653.T,モルフォ,グロース（内国株式）,1970-01-01,1011.0,1247.0,1061.0,951.0,1008.0,1.0
3655.T,ブレインパッド,プライム（内国株式）,1970-01-01,939.0,1015.0,678.0,871.0,1030.0,1.0
3656.T,ＫＬａｂ,プライム（内国株式）,1970-01-01,294.0,351.0,398.0,509.0,408.0,1.0
3657.T,ポールトゥウィンホールディングス,プライム（内国株式）,1970-01-01,697.0,961.0,888.0,916.0,994.0,1.0
3659.T,ネクソン,プライム（内国株式）,1970-01-01,2958.5,2960.5,3050.0,2980.0,2834.0,1.0
3660.T,アイスタイル,プライム（内国株式）,1970-01-01,491.0,518.0,455.0,552.0,501.0,1.0
3661.T,エムアップホールディングス,プライム（内国株式）,1970-01-01,1511.0,1099.0,1044.0,1330.0,1445.0,1.0
3662.T,エイチーム,プライム（内国株式）,1970-01-01,686.0,743.0,783.0,844.0,744.0,1.0
3663.T,セルシス,スタンダード（内国株式）,1970-01-01,722.0,777.0,654.0,671.0,943.0,1.0
3664.T,モブキャストホールディングス,グロース（内国株式）,1970-01-01,80.0,88.0,76.0,66.0,78.0,1.0
3665.T,エニグモ,プライム（内国株式）,1970-01-01,383.0,393.0,602.0,683.0,549.0,1.0
3666.T,テクノスジャパン,プライム（内国株式）,1970-01-01,718.0,598.0,604.0,485.0,447.0,1.0
3667.T,ｅｎｉｓｈ,スタンダード（内国株式）,1970-01-01,271.0,918.0,377.0,407.0,440.0,1.0
3668.T,コロプラ,プライム（内国株式）,1970-01-01,647.0,685.0,594.0,678.0,686.0,1.0
3670.T,協立情報通信,スタンダード（内国株式）,1970-01-01,1546.0,1526.0,1590.0,1503.0,1521.0,1.0
3671.T,ソフトマックス,グロース（内国株式）,1970-01-01,750.0,722.0,800.0,981.0,758.0,1.0
3672.T,オルトプラス,スタンダード（内国株式）,1970-01-01,237.0,227.0,218.0,266.0,306.0,1.0
3673.T,ブロードリーフ,プライム（内国株式）,1970-01-01,531.0,424.0,457.0,453.0,498.0,1.0
3674.T,オークファン,グロース（内国株式）,1970-01-01,481.0,690.0,399.0,391.0,524.0,1.0
3675.T,クロス・マーケティンググループ,プライム（内国株式）,1970-01-01,737.0,740.0,650.0,767.0,850.0,1.0
3676.T,デジタルハーツホールディングス,プライム（内国株式）,1970-01-01,1176.0,1323.0,1544.0,1897.0,1788.0,1.0
3677.T,システム情報,プライム（内国株式）,1970-01-01,754.0,740.0,795.0,889.0,983.0,1.0
3678.T,メディアドゥ,プライム（内国株式）,1970-01-01,1200.0,1435.0,1500.0,1935.0,2118.0,1.0
3679.T,じげん,プライム（内国株式）,1970-01-01,576.0,729.0,426.0,354.0,331.0,1.0
3680.T,ホットリンク,グロース（内国株式）,1970-01-01,368.0,341.0,342.0,406.0,432.0,1.0
3681.T,ブイキューブ,プライム（内国株式）,1970-01-01,419.0,507.0,571.0,789.0,1228.0,1.0
3682.T,エンカレッジ・テクノロジ,スタンダード（内国株式）,1970-01-01,498.0,503.0,508.0,516.0,525.0,1.0
3683.T,サイバーリンクス,プライム（内国株式）,1970-01-01,719.0,690.0,863.0,1110.0,1066.0,1.0
3686.T,ディー・エル・イー,スタンダード（内国株式）,1970-01-01,257.0,309.0,260.0,328.0,391.0,1.0
3687.T,フィックスターズ,プライム（内国株式）,1970-01-01,1231.0,1413.0,1452.0,1330.0,1206.0,1.0
3688.T,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,プライム（内国株式）,1970-01-01,1233.0,1336.0,1507.0,1644.0,1767.0,1.0
3690.T,イルグルム,グロース（内国株式）,1970-01-01,566.0,580.0,654.0,679.0,712.0,1.0
3691.T,デジタルプラス,グロース（内国株式）,1970-01-01,647.0,780.0,833.0,795.0,844.0,1.0
3692.T,ＦＦＲＩセキュリティ,グロース（内国株式）,1970-01-01,1173.0,1093.0,969.0,1168.0,1108.0,1.0
3694.T,オプティム,プライム（内国株式）,1970-01-01,897.0,1054.0,943.0,1178.0,861.0,1.0
3695.T,ＧＭＯリサーチ,グロース（内国株式）,1970-01-01,2886.0,3110.0,3100.0,3755.0,3685.0,1.0
3696.T,セレス,プライム（内国株式）,1970-01-01,1005.0,1046.0,1172.0,942.0,1041.0,1.0
3697.T,ＳＨＩＦＴ,プライム（内国株式）,1970-01-01,29890.0,25810.0,22540.0,29480.0,19750.0,1.0
3698.T,ＣＲＩ・ミドルウェア,グロース（内国株式）,1970-01-01,1118.0,975.0,933.0,1010.0,937.0,1.0
3708.T,特種東海製紙,プライム（内国株式）,1970-01-01,3285.0,3175.0,3045.0,2776.0,3160.0,1.0
3710.T,ジョルダン,スタンダード（内国株式）,1970-01-01,696.0,658.0,658.0,685.0,690.0,1.0
3712.T,情報企画,スタンダード（内国株式）,1970-01-01,2881.0,2778.0,2947.0,2995.0,3665.0,1.0
3719.T,ジェクシード,スタンダード（内国株式）,1970-01-01,240.0,250.0,158.0,170.0,239.0,1.0
3723.T,日本ファルコム,グロース（内国株式）,1970-01-01,1322.0,1230.0,1209.0,1254.0,1260.0,1.0
3726.T,フォーシーズＨＤ,スタンダード（内国株式）,1970-01-01,504.0,464.0,437.0,445.0,485.0,1.0
3727.T,アプリックス,グロース（内国株式）,1970-01-01,192.0,153.0,139.0,147.0,150.0,1.0
3733.T,ソフトウェア・サービス,スタンダード（内国株式）,1970-01-01,10450.0,8910.0,9070.0,8820.0,7140.0,1.0
3738.T,ティーガイア,プライム（内国株式）,1970-01-01,1773.0,1700.0,1645.0,1626.0,1657.0,1.0
3741.T,セック,プライム（内国株式）,1970-01-01,3355.0,3220.0,3665.0,2455.0,2284.0,1.0
3744.T,サイオス,スタンダード（内国株式）,1970-01-01,397.0,383.0,375.0,397.0,385.0,1.0
3747.T,インタートレード,スタンダード（内国株式）,1970-01-01,431.0,505.0,399.0,420.0,500.0,1.0
3750.T,サイトリ細胞研究所,スタンダード（内国株式）,1970-01-01,1080.0,957.0,1126.0,1196.0,1273.0,1.0
3753.T,フライトホールディングス,スタンダード（内国株式）,1970-01-01,389.0,414.0,421.0,551.0,457.0,1.0
3758.T,アエリア,スタンダード（内国株式）,1970-01-01,373.0,414.0,418.0,413.0,422.0,1.0
3760.T,ケイブ,スタンダード（内国株式）,1970-01-01,1828.0,2066.0,1846.0,1660.0,1820.0,1.0
3762.T,テクマトリックス,プライム（内国株式）,1970-01-01,1655.0,1869.0,1442.0,1691.0,1673.0,1.0
3763.T,プロシップ,プライム（内国株式）,1970-01-01,1293.0,1427.0,1404.0,1519.0,1434.0,1.0
3765.T,ガンホー・オンライン・エンターテイメント,プライム（内国株式）,1970-01-01,2418.5,2814.5,2524.0,2066.0,2297.0,1.0
3766.T,システムズ・デザイン,スタンダード（内国株式）,1970-01-01,767.0,725.0,786.0,732.0,658.0,1.0
3768.T,リスクモンスター,スタンダード（内国株式）,1970-01-01,547.0,573.0,601.0,635.0,714.0,1.0
3769.T,ＧＭＯペイメントゲートウェイ,プライム（内国株式）,1970-01-01,9254.0,11090.0,11220.0,12720.0,10640.0,1.0
3770.T,ザッパラス,スタンダード（内国株式）,1970-01-01,487.0,343.0,371.0,368.0,313.0,1.0
3771.T,システムリサーチ,プライム（内国株式）,1970-01-01,2554.0,2460.0,2232.0,2056.0,1914.0,1.0
3772.T,ウェルス・マネジメント,スタンダード（内国株式）,1970-01-01,1553.0,1625.0,1282.0,1336.0,1415.0,1.0
3773.T,アドバンスト・メディア,グロース（内国株式）,1970-01-01,1732.0,1808.0,1647.0,1169.0,1052.0,1.0
3774.T,インターネットイニシアティブ,プライム（内国株式）,1970-01-01,2570.0,2823.0,2746.0,2461.0,2417.5,1.0
3776.T,ブロードバンドタワー,スタンダード（内国株式）,1970-01-01,151.0,139.0,149.0,164.0,180.0,1.0
3777.T,ＦＨＴホールディングス,グロース（内国株式）,1970-01-01,47.0,35.0,58.0,27.0,28.0,1.0
3778.T,さくらインターネット,プライム（内国株式）,1970-01-01,1212.0,675.0,612.0,515.0,561.0,1.0
3779.T,ジェイ・エスコムホールディングス,スタンダード（内国株式）,1970-01-01,174.0,105.0,112.0,152.0,104.0,1.0
3782.T,ディー・ディー・エス,グロース（内国株式）,1970-01-01,,,,,,
3784.T,ヴィンクス,スタンダード（内国株式）,1970-01-01,1331.0,1453.0,1396.0,1642.0,1542.0,1.0
3787.T,テクノマセマティカル,スタンダード（内国株式）,1970-01-01,686.0,839.0,763.0,587.0,699.0,1.0
3788.T,ＧＭＯグローバルサイン・ホールディングス,プライム（内国株式）,1970-01-01,3115.0,3360.0,4295.0,4050.0,4890.0,1.0
3791.T,ＩＧポート,スタンダード（内国株式）,1970-01-01,3895.0,3195.0,2445.0,1676.0,1510.0,1.0
3793.T,ドリコム,グロース（内国株式）,1970-01-01,511.0,687.0,751.0,752.0,828.0,1.0
3796.T,いい生活,スタンダード（内国株式）,1970-01-01,553.0,635.0,469.0,439.0,378.0,1.0
3798.T,ＵＬＳグループ,スタンダード（内国株式）,1970-01-01,4305.0,3005.0,3370.0,3385.0,3465.0,1.0
3799.T,キーウェアソリューションズ,スタンダード（内国株式）,1970-01-01,689.0,632.0,547.0,545.0,550.0,1.0
3800.T,ユニリタ,スタンダード（内国株式）,1970-01-01,1874.0,1843.0,1855.0,1820.0,1766.0,1.0
3802.T,エコミック,スタンダード（内国株式）,1970-01-01,545.0,514.0,511.0,504.0,483.0,1.0
3803.T,イメージ情報開発,グロース（内国株式）,1970-01-01,506.0,438.0,469.0,458.0,446.0,1.0
3804.T,システム　ディ,スタンダード（内国株式）,1970-01-01,1268.0,1423.0,1360.0,1415.0,1461.0,1.0
3807.T,フィスコ,グロース（内国株式）,1970-01-01,117.0,121.0,138.0,143.0,156.0,1.0
3810.T,サイバーステップ,スタンダード（内国株式）,1970-01-01,425.0,497.0,585.0,531.0,540.0,1.0
3814.T,アルファクス・フード・システム,グロース（内国株式）,1970-01-01,710.0,667.0,340.0,346.0,350.0,1.0
3815.T,メディア工房,グロース（内国株式）,1970-01-01,272.0,294.0,297.0,320.0,379.0,1.0
3816.T,大和コンピューター,スタンダード（内国株式）,1970-01-01,1004.0,930.0,923.0,950.0,992.0,1.0
3817.T,ＳＲＡホールディングス,プライム（内国株式）,1970-01-01,3415.0,3135.0,3075.0,3060.0,2967.0,1.0
3823.T,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,スタンダード（内国株式）,1970-01-01,90.0,107.0,129.0,145.0,147.0,1.0
3825.T,リミックスポイント,スタンダード（内国株式）,1970-01-01,216.0,250.0,240.0,317.0,470.0,1.0
3826.T,システムインテグレータ,スタンダード（内国株式）,1970-01-01,430.0,426.0,427.0,456.0,450.0,1.0
3834.T,朝日ネット,プライム（内国株式）,1970-01-01,632.0,608.0,590.0,558.0,611.0,1.0
3835.T,ｅＢＡＳＥ,プライム（内国株式）,1970-01-01,714.0,795.0,678.0,618.0,530.0,1.0
3836.T,アバントグループ,プライム（内国株式）,1970-01-01,1400.0,1488.0,1370.0,1478.0,1447.0,1.0
3837.T,アドソル日進,プライム（内国株式）,1970-01-01,1750.0,1787.0,1518.0,1453.0,1525.0,1.0
3839.T,ＯＤＫソリューションズ,プライム（内国株式）,1970-01-01,589.0,579.0,617.0,600.0,612.0,1.0
3840.T,パス,スタンダード（内国株式）,1970-01-01,119.0,104.0,55.0,58.0,63.0,1.0
3841.T,ジーダット,スタンダード（内国株式）,1970-01-01,955.0,874.0,840.0,871.0,823.0,1.0
3842.T,ネクストジェン,グロース（内国株式）,1970-01-01,812.0,660.0,711.0,706.0,707.0,1.0
3843.T,フリービット,プライム（内国株式）,1970-01-01,1225.0,1623.0,1186.0,1003.0,890.0,1.0
3844.T,コムチュア,プライム（内国株式）,1970-01-01,2489.0,2183.0,2166.0,2486.0,2293.0,1.0
3845.T,アイフリークモバイル,スタンダード（内国株式）,1970-01-01,116.0,121.0,130.0,141.0,145.0,1.0
3847.T,パシフィックシステム,スタンダード（内国株式）,1970-01-01,3135.0,2981.0,3060.0,2981.0,2995.0,1.0
