symbol,name,market,latestClosingDate
3320.T,クロスプラス,スタンダード（内国株式）,1970-01-01
3321.T,ミタチ産業,スタンダード（内国株式）,1970-01-01
3322.T,アルファグループ,スタンダード（内国株式）,1970-01-01
3323.T,レカム,スタンダード（内国株式）,1970-01-01
3326.T,ランシステム,スタンダード（内国株式）,1970-01-01
3328.T,ＢＥＥＮＯＳ,プライム（内国株式）,1970-01-01
3329.T,東和フードサービス,スタンダード（内国株式）,1970-01-01
3333.T,あさひ,プライム（内国株式）,1970-01-01
3341.T,日本調剤,プライム（内国株式）,1970-01-01
3347.T,トラスト,スタンダード（内国株式）,1970-01-01
3349.T,コスモス薬品,プライム（内国株式）,1970-01-01
3350.T,メタプラネット,スタンダード（内国株式）,1970-01-01
3352.T,バッファロー,スタンダード（内国株式）,1970-01-01
3353.T,メディカル一光グループ,スタンダード（内国株式）,1970-01-01
3355.T,クリヤマホールディングス,スタンダード（内国株式）,1970-01-01
3358.T,ワイエスフード,スタンダード（内国株式）,1970-01-01
3359.T,ｃｏｔｔａ,グロース（内国株式）,1970-01-01
3360.T,シップヘルスケアホールディングス,プライム（内国株式）,1970-01-01
3361.T,トーエル,スタンダード（内国株式）,1970-01-01
3370.T,フジタコーポレーション,スタンダード（内国株式）,1970-01-01
3371.T,ソフトクリエイトホールディングス,プライム（内国株式）,1970-01-01
3372.T,関門海,スタンダード（内国株式）,1970-01-01
3374.T,内外テック,スタンダード（内国株式）,1970-01-01
3375.T,ＺＯＡ,スタンダード（内国株式）,1970-01-01
3377.T,バイク王＆カンパニー,スタンダード（内国株式）,1970-01-01
3382.T,セブン＆アイ・ホールディングス,プライム（内国株式）,1970-01-01
3386.T,コスモ・バイオ,スタンダード（内国株式）,1970-01-01
3387.T,クリエイト・レストランツ・ホールディングス,プライム（内国株式）,1970-01-01
3388.T,明治電機工業,プライム（内国株式）,1970-01-01
3391.T,ツルハホールディングス,プライム（内国株式）,1970-01-01
3392.T,デリカフーズホールディングス,スタンダード（内国株式）,1970-01-01
3393.T,スターティアホールディングス,プライム（内国株式）,1970-01-01
3395.T,サンマルクホールディングス,プライム（内国株式）,1970-01-01
3396.T,フェリシモ,スタンダード（内国株式）,1970-01-01
3397.T,トリドールホールディングス,プライム（内国株式）,1970-01-01
3399.T,丸千代山岡家,スタンダード（内国株式）,1970-01-01
3401.T,帝人,プライム（内国株式）,1970-01-01
3402.T,東レ,プライム（内国株式）,1970-01-01
3405.T,クラレ,プライム（内国株式）,1970-01-01
3407.T,旭化成,プライム（内国株式）,1970-01-01
3409.T,北日本紡績,スタンダード（内国株式）,1970-01-01
3415.T,ＴＯＫＹＯ　ＢＡＳＥ,プライム（内国株式）,1970-01-01
3416.T,ピクスタ,グロース（内国株式）,1970-01-01
3417.T,大木ヘルスケアホールディングス,スタンダード（内国株式）,1970-01-01
3418.T,バルニバービ,グロース（内国株式）,1970-01-01
3420.T,ケー・エフ・シー,スタンダード（内国株式）,1970-01-01
3421.T,稲葉製作所,スタンダード（内国株式）,1970-01-01
3422.T,Ｊ－ＭＡＸ,スタンダード（内国株式）,1970-01-01
3423.T,エスイー,スタンダード（内国株式）,1970-01-01
3426.T,アトムリビンテック,スタンダード（内国株式）,1970-01-01
3431.T,宮地エンジニアリンググループ,プライム（内国株式）,1970-01-01
3433.T,トーカロ,プライム（内国株式）,1970-01-01
3434.T,アルファＣｏ,スタンダード（内国株式）,1970-01-01
3435.T,サンコーテクノ,スタンダード（内国株式）,1970-01-01
3436.T,ＳＵＭＣＯ,プライム（内国株式）,1970-01-01
3437.T,特殊電極,スタンダード（内国株式）,1970-01-01
3439.T,三ツ知,スタンダード（内国株式）,1970-01-01
3440.T,日創プロニティ,スタンダード（内国株式）,1970-01-01
3441.T,山王,スタンダード（内国株式）,1970-01-01
3443.T,川田テクノロジーズ,プライム（内国株式）,1970-01-01
3444.T,菊池製作所,スタンダード（内国株式）,1970-01-01
3445.T,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,プライム（内国株式）,1970-01-01
3446.T,ジェイテックコーポレーション,プライム（内国株式）,1970-01-01
3447.T,信和,スタンダード（内国株式）,1970-01-01
3449.T,テクノフレックス,スタンダード（内国株式）,1970-01-01
3452.T,ビーロット,プライム（内国株式）,1970-01-01
3454.T,ファーストブラザーズ,プライム（内国株式）,1970-01-01
3457.T,Ａｎｄ　Ｄｏホールディングス,プライム（内国株式）,1970-01-01
3458.T,シーアールイー,プライム（内国株式）,1970-01-01
3461.T,パルマ,グロース（内国株式）,1970-01-01
3464.T,プロパティエージェント,プライム（内国株式）,1970-01-01
3465.T,ケイアイスター不動産,プライム（内国株式）,1970-01-01
3467.T,アグレ都市デザイン,プライム（内国株式）,1970-01-01
3469.T,デュアルタップ,スタンダード（内国株式）,1970-01-01
3474.T,Ｇ－ＦＡＣＴＯＲＹ,グロース（内国株式）,1970-01-01
3475.T,グッドコムアセット,プライム（内国株式）,1970-01-01
3477.T,フォーライフ,グロース（内国株式）,1970-01-01
3479.T,ティーケーピー,グロース（内国株式）,1970-01-01
3480.T,ジェイ・エス・ビー,プライム（内国株式）,1970-01-01
3482.T,ロードスターキャピタル,プライム（内国株式）,1970-01-01
3484.T,テンポイノベーション,プライム（内国株式）,1970-01-01
3486.T,グローバル・リンク・マネジメント,プライム（内国株式）,1970-01-01
3489.T,フェイスネットワーク,プライム（内国株式）,1970-01-01
3490.T,アズ企画設計,スタンダード（内国株式）,1970-01-01
3491.T,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,グロース（内国株式）,1970-01-01
3494.T,マリオン,スタンダード（内国株式）,1970-01-01
3495.T,香陵住販,スタンダード（内国株式）,1970-01-01
3496.T,アズーム,グロース（内国株式）,1970-01-01
3497.T,ＬｅＴｅｃｈ,グロース（内国株式）,1970-01-01
3498.T,霞ヶ関キャピタル,グロース（内国株式）,1970-01-01
3501.T,住江織物,プライム（内国株式）,1970-01-01
3512.T,日本フエルト,スタンダード（内国株式）,1970-01-01
3513.T,イチカワ,スタンダード（内国株式）,1970-01-01
3521.T,エコナックホールディングス,プライム（内国株式）,1970-01-01
3524.T,日東製網,スタンダード（内国株式）,1970-01-01
3526.T,芦森工業,プライム（内国株式）,1970-01-01
3529.T,アツギ,プライム（内国株式）,1970-01-01
3536.T,アクサスホールディングス,スタンダード（内国株式）,1970-01-01
3537.T,昭栄薬品,スタンダード（内国株式）,1970-01-01
3538.T,ウイルプラスホールディングス,プライム（内国株式）,1970-01-01
3539.T,ＪＭホールディングス,プライム（内国株式）,1970-01-01
3540.T,歯愛メディカル,スタンダード（内国株式）,1970-01-01
3541.T,農業総合研究所,グロース（内国株式）,1970-01-01
3542.T,ベガコーポレーション,グロース（内国株式）,1970-01-01
3543.T,コメダホールディングス,プライム（内国株式）,1970-01-01
3544.T,サツドラホールディングス,プライム（内国株式）,1970-01-01
3546.T,アレンザホールディングス,プライム（内国株式）,1970-01-01
3547.T,串カツ田中ホールディングス,スタンダード（内国株式）,1970-01-01
3548.T,バロックジャパンリミテッド,プライム（内国株式）,1970-01-01
3549.T,クスリのアオキホールディングス,プライム（内国株式）,1970-01-01
3550.T,スタジオアタオ,グロース（内国株式）,1970-01-01
3551.T,ダイニック,スタンダード（内国株式）,1970-01-01
3553.T,共和レザー,スタンダード（内国株式）,1970-01-01
3556.T,リネットジャパングループ,グロース（内国株式）,1970-01-01
3557.T,ユナイテッド＆コレクティブ,グロース（内国株式）,1970-01-01
3558.T,ジェイドグループ,グロース（内国株式）,1970-01-01
3559.T,ピーバンドットコム,プライム（内国株式）,1970-01-01
3560.T,ほぼ日,スタンダード（内国株式）,1970-01-01
3561.T,力の源ホールディングス,プライム（内国株式）,1970-01-01
3562.T,Ｎｏ．１,スタンダード（内国株式）,1970-01-01
3563.T,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,プライム（内国株式）,1970-01-01
3565.T,アセンテック,プライム（内国株式）,1970-01-01
3566.T,ユニフォームネクスト,グロース（内国株式）,1970-01-01
3569.T,セーレン,プライム（内国株式）,1970-01-01
3571.T,ソトー,スタンダード（内国株式）,1970-01-01
3577.T,東海染工,スタンダード（内国株式）,1970-01-01
3580.T,小松マテーレ,プライム（内国株式）,1970-01-01
3583.T,オーベクス,スタンダード（内国株式）,1970-01-01
3591.T,ワコールホールディングス,プライム（内国株式）,1970-01-01
3593.T,ホギメディカル,プライム（内国株式）,1970-01-01
3597.T,自重堂,スタンダード（内国株式）,1970-01-01
3598.T,山喜,スタンダード（内国株式）,1970-01-01
3600.T,フジックス,スタンダード（内国株式）,1970-01-01
3604.T,川本産業,スタンダード（内国株式）,1970-01-01
3607.T,クラウディアホールディングス,スタンダード（内国株式）,1970-01-01
3608.T,ＴＳＩホールディングス,プライム（内国株式）,1970-01-01
3611.T,マツオカコーポレーション,プライム（内国株式）,1970-01-01
3612.T,ワールド,プライム（内国株式）,1970-01-01
3622.T,ネットイヤーグループ,グロース（内国株式）,1970-01-01
3623.T,ビリングシステム,グロース（内国株式）,1970-01-01
3624.T,アクセルマーク,グロース（内国株式）,1970-01-01
3625.T,テックファームホールディングス,グロース（内国株式）,1970-01-01
3626.T,ＴＩＳ,プライム（内国株式）,1970-01-01
3627.T,ＪＮＳホールディングス,プライム（内国株式）,1970-01-01
3628.T,データホライゾン,グロース（内国株式）,1970-01-01
3632.T,グリー,プライム（内国株式）,1970-01-01
3633.T,ＧＭＯペパボ,プライム（内国株式）,1970-01-01
3634.T,ソケッツ,スタンダード（内国株式）,1970-01-01
3635.T,コーエーテクモホールディングス,プライム（内国株式）,1970-01-01
3636.T,三菱総合研究所,プライム（内国株式）,1970-01-01
3639.T,ボルテージ,スタンダード（内国株式）,1970-01-01
3640.T,電算,スタンダード（内国株式）,1970-01-01
3641.T,パピレス,スタンダード（内国株式）,1970-01-01
3645.T,メディカルネット,グロース（内国株式）,1970-01-01
3646.T,駅探,グロース（内国株式）,1970-01-01
3647.T,ジー・スリーホールディングス,スタンダード（内国株式）,1970-01-01
3648.T,ＡＧＳ,スタンダード（内国株式）,1970-01-01
3649.T,ファインデックス,プライム（内国株式）,1970-01-01
3652.T,ディジタルメディアプロフェッショナル,グロース（内国株式）,1970-01-01
3653.T,モルフォ,グロース（内国株式）,1970-01-01
3655.T,ブレインパッド,プライム（内国株式）,1970-01-01
3656.T,ＫＬａｂ,プライム（内国株式）,1970-01-01
3657.T,ポールトゥウィンホールディングス,プライム（内国株式）,1970-01-01
3659.T,ネクソン,プライム（内国株式）,1970-01-01
3660.T,アイスタイル,プライム（内国株式）,1970-01-01
3661.T,エムアップホールディングス,プライム（内国株式）,1970-01-01
3662.T,エイチーム,プライム（内国株式）,1970-01-01
3663.T,セルシス,スタンダード（内国株式）,1970-01-01
3664.T,モブキャストホールディングス,グロース（内国株式）,1970-01-01
3665.T,エニグモ,プライム（内国株式）,1970-01-01
3666.T,テクノスジャパン,プライム（内国株式）,1970-01-01
3667.T,ｅｎｉｓｈ,スタンダード（内国株式）,1970-01-01
3668.T,コロプラ,プライム（内国株式）,1970-01-01
3670.T,協立情報通信,スタンダード（内国株式）,1970-01-01
3671.T,ソフトマックス,グロース（内国株式）,1970-01-01
3672.T,オルトプラス,スタンダード（内国株式）,1970-01-01
3673.T,ブロードリーフ,プライム（内国株式）,1970-01-01
3674.T,オークファン,グロース（内国株式）,1970-01-01
3675.T,クロス・マーケティンググループ,プライム（内国株式）,1970-01-01
3676.T,デジタルハーツホールディングス,プライム（内国株式）,1970-01-01
3677.T,システム情報,プライム（内国株式）,1970-01-01
3678.T,メディアドゥ,プライム（内国株式）,1970-01-01
3679.T,じげん,プライム（内国株式）,1970-01-01
3680.T,ホットリンク,グロース（内国株式）,1970-01-01
3681.T,ブイキューブ,プライム（内国株式）,1970-01-01
3682.T,エンカレッジ・テクノロジ,スタンダード（内国株式）,1970-01-01
3683.T,サイバーリンクス,プライム（内国株式）,1970-01-01
3686.T,ディー・エル・イー,スタンダード（内国株式）,1970-01-01
3687.T,フィックスターズ,プライム（内国株式）,1970-01-01
3688.T,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,プライム（内国株式）,1970-01-01
3690.T,イルグルム,グロース（内国株式）,1970-01-01
3691.T,デジタルプラス,グロース（内国株式）,1970-01-01
3692.T,ＦＦＲＩセキュリティ,グロース（内国株式）,1970-01-01
3694.T,オプティム,プライム（内国株式）,1970-01-01
3695.T,ＧＭＯリサーチ,グロース（内国株式）,1970-01-01
3696.T,セレス,プライム（内国株式）,1970-01-01
3697.T,ＳＨＩＦＴ,プライム（内国株式）,1970-01-01
3698.T,ＣＲＩ・ミドルウェア,グロース（内国株式）,1970-01-01
3708.T,特種東海製紙,プライム（内国株式）,1970-01-01
3710.T,ジョルダン,スタンダード（内国株式）,1970-01-01
3712.T,情報企画,スタンダード（内国株式）,1970-01-01
3719.T,ジェクシード,スタンダード（内国株式）,1970-01-01
3723.T,日本ファルコム,グロース（内国株式）,1970-01-01
3726.T,フォーシーズＨＤ,スタンダード（内国株式）,1970-01-01
3727.T,アプリックス,グロース（内国株式）,1970-01-01
3733.T,ソフトウェア・サービス,スタンダード（内国株式）,1970-01-01
3738.T,ティーガイア,プライム（内国株式）,1970-01-01
3741.T,セック,プライム（内国株式）,1970-01-01
3744.T,サイオス,スタンダード（内国株式）,1970-01-01
3747.T,インタートレード,スタンダード（内国株式）,1970-01-01
3750.T,サイトリ細胞研究所,スタンダード（内国株式）,1970-01-01
3753.T,フライトホールディングス,スタンダード（内国株式）,1970-01-01
3758.T,アエリア,スタンダード（内国株式）,1970-01-01
3760.T,ケイブ,スタンダード（内国株式）,1970-01-01
3762.T,テクマトリックス,プライム（内国株式）,1970-01-01
3763.T,プロシップ,プライム（内国株式）,1970-01-01
3765.T,ガンホー・オンライン・エンターテイメント,プライム（内国株式）,1970-01-01
3766.T,システムズ・デザイン,スタンダード（内国株式）,1970-01-01
3768.T,リスクモンスター,スタンダード（内国株式）,1970-01-01
3769.T,ＧＭＯペイメントゲートウェイ,プライム（内国株式）,1970-01-01
3770.T,ザッパラス,スタンダード（内国株式）,1970-01-01
3771.T,システムリサーチ,プライム（内国株式）,1970-01-01
3772.T,ウェルス・マネジメント,スタンダード（内国株式）,1970-01-01
3773.T,アドバンスト・メディア,グロース（内国株式）,1970-01-01
3774.T,インターネットイニシアティブ,プライム（内国株式）,1970-01-01
3776.T,ブロードバンドタワー,スタンダード（内国株式）,1970-01-01
3777.T,ＦＨＴホールディングス,グロース（内国株式）,1970-01-01
3778.T,さくらインターネット,プライム（内国株式）,1970-01-01
3779.T,ジェイ・エスコムホールディングス,スタンダード（内国株式）,1970-01-01
3782.T,ディー・ディー・エス,グロース（内国株式）,1970-01-01
3784.T,ヴィンクス,スタンダード（内国株式）,1970-01-01
3787.T,テクノマセマティカル,スタンダード（内国株式）,1970-01-01
3788.T,ＧＭＯグローバルサイン・ホールディングス,プライム（内国株式）,1970-01-01
3791.T,ＩＧポート,スタンダード（内国株式）,1970-01-01
3793.T,ドリコム,グロース（内国株式）,1970-01-01
3796.T,いい生活,スタンダード（内国株式）,1970-01-01
3798.T,ＵＬＳグループ,スタンダード（内国株式）,1970-01-01
3799.T,キーウェアソリューションズ,スタンダード（内国株式）,1970-01-01
3800.T,ユニリタ,スタンダード（内国株式）,1970-01-01
3802.T,エコミック,スタンダード（内国株式）,1970-01-01
3803.T,イメージ情報開発,グロース（内国株式）,1970-01-01
3804.T,システム　ディ,スタンダード（内国株式）,1970-01-01
3807.T,フィスコ,グロース（内国株式）,1970-01-01
3810.T,サイバーステップ,スタンダード（内国株式）,1970-01-01
3814.T,アルファクス・フード・システム,グロース（内国株式）,1970-01-01
3815.T,メディア工房,グロース（内国株式）,1970-01-01
3816.T,大和コンピューター,スタンダード（内国株式）,1970-01-01
3817.T,ＳＲＡホールディングス,プライム（内国株式）,1970-01-01
3823.T,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,スタンダード（内国株式）,1970-01-01
3825.T,リミックスポイント,スタンダード（内国株式）,1970-01-01
3826.T,システムインテグレータ,スタンダード（内国株式）,1970-01-01
3834.T,朝日ネット,プライム（内国株式）,1970-01-01
3835.T,ｅＢＡＳＥ,プライム（内国株式）,1970-01-01
3836.T,アバントグループ,プライム（内国株式）,1970-01-01
3837.T,アドソル日進,プライム（内国株式）,1970-01-01
3839.T,ＯＤＫソリューションズ,プライム（内国株式）,1970-01-01
3840.T,パス,スタンダード（内国株式）,1970-01-01
3841.T,ジーダット,スタンダード（内国株式）,1970-01-01
3842.T,ネクストジェン,グロース（内国株式）,1970-01-01
3843.T,フリービット,プライム（内国株式）,1970-01-01
3844.T,コムチュア,プライム（内国株式）,1970-01-01
3845.T,アイフリークモバイル,スタンダード（内国株式）,1970-01-01
3847.T,パシフィックシステム,スタンダード（内国株式）,1970-01-01
3848.T,データ・アプリケーション,スタンダード（内国株式）,1970-01-01
3850.T,エヌ・ティ・ティ・データ・イントラマート,スタンダード（内国株式）,1970-01-01
3851.T,日本一ソフトウェア,スタンダード（内国株式）,1970-01-01
3852.T,サイバーコム,スタンダード（内国株式）,1970-01-01
3853.T,アステリア,プライム（内国株式）,1970-01-01
3854.T,アイル,プライム（内国株式）,1970-01-01
3856.T,Ａｂａｌａｎｃｅ,スタンダード（内国株式）,1970-01-01
3857.T,ラック,スタンダード（内国株式）,1970-01-01
3858.T,ユビキタスＡＩ,スタンダード（内国株式）,1970-01-01
3861.T,王子ホールディングス,プライム（内国株式）,1970-01-01
3863.T,日本製紙,プライム（内国株式）,1970-01-01
3864.T,三菱製紙,プライム（内国株式）,1970-01-01
3865.T,北越コーポレーション,プライム（内国株式）,1970-01-01
3877.T,中越パルプ工業,プライム（内国株式）,1970-01-01
3878.T,巴川製紙所,スタンダード（内国株式）,1970-01-01
3880.T,大王製紙,プライム（内国株式）,1970-01-01
3891.T,ニッポン高度紙工業,スタンダード（内国株式）,1970-01-01
3892.T,岡山製紙,スタンダード（内国株式）,1970-01-01
3895.T,ハビックス,スタンダード（内国株式）,1970-01-01
3896.T,阿波製紙,スタンダード（内国株式）,1970-01-01
3900.T,クラウドワークス,グロース（内国株式）,1970-01-01
3901.T,マークラインズ,プライム（内国株式）,1970-01-01
3902.T,メディカル・データ・ビジョン,プライム（内国株式）,1970-01-01
3903.T,ｇｕｍｉ,プライム（内国株式）,1970-01-01
3904.T,カヤック,グロース（内国株式）,1970-01-01
3905.T,データセクション,グロース（内国株式）,1970-01-01
3907.T,シリコンスタジオ,グロース（内国株式）,1970-01-01
3908.T,コラボス,グロース（内国株式）,1970-01-01
3909.T,ショーケース,スタンダード（内国株式）,1970-01-01
3910.T,エムケイシステム,スタンダード（内国株式）,1970-01-01
3911.T,Ａｉｍｉｎｇ,グロース（内国株式）,1970-01-01
3912.T,モバイルファクトリー,プライム（内国株式）,1970-01-01
3913.T,ｓＭｅｄｉｏ,グロース（内国株式）,1970-01-01
3914.T,ＪＩＧ－ＳＡＷ,グロース（内国株式）,1970-01-01
3915.T,テラスカイ,プライム（内国株式）,1970-01-01
3916.T,デジタル・インフォメーション・テクノロジー,プライム（内国株式）,1970-01-01
3917.T,アイリッジ,グロース（内国株式）,1970-01-01
3918.T,ＰＣＩホールディングス,プライム（内国株式）,1970-01-01
3920.T,アイビーシー,スタンダード（内国株式）,1970-01-01
3921.T,ネオジャパン,プライム（内国株式）,1970-01-01
3922.T,ＰＲ　ＴＩＭＥＳ,プライム（内国株式）,1970-01-01
3923.T,ラクス,プライム（内国株式）,1970-01-01
3924.T,ランドコンピュータ,プライム（内国株式）,1970-01-01
3925.T,ダブルスタンダード,プライム（内国株式）,1970-01-01
3926.T,オープンドア,プライム（内国株式）,1970-01-01
3927.T,フーバーブレイン,グロース（内国株式）,1970-01-01
3928.T,マイネット,プライム（内国株式）,1970-01-01
3929.T,ソーシャルワイヤー,グロース（内国株式）,1970-01-01
3930.T,はてな,グロース（内国株式）,1970-01-01
3931.T,バリューゴルフ,グロース（内国株式）,1970-01-01
3932.T,アカツキ,プライム（内国株式）,1970-01-01
3933.T,チエル,スタンダード（内国株式）,1970-01-01
3934.T,ベネフィットジャパン,プライム（内国株式）,1970-01-01
3935.T,エディア,グロース（内国株式）,1970-01-01
3936.T,グローバルウェイ,グロース（内国株式）,1970-01-01
3937.T,Ｕｂｉｃｏｍホールディングス,プライム（内国株式）,1970-01-01
3939.T,カナミックネットワーク,プライム（内国株式）,1970-01-01
3940.T,ノムラシステムコーポレーション,プライム（内国株式）,1970-01-01
3941.T,レンゴー,プライム（内国株式）,1970-01-01
3943.T,大石産業,スタンダード（内国株式）,1970-01-01
3944.T,古林紙工,スタンダード（内国株式）,1970-01-01
3945.T,スーパーバッグ,スタンダード（内国株式）,1970-01-01
3946.T,トーモク,プライム（内国株式）,1970-01-01
3947.T,ダイナパック,スタンダード（内国株式）,1970-01-01
3948.T,光ビジネスフォーム,スタンダード（内国株式）,1970-01-01
3950.T,ザ・パック,プライム（内国株式）,1970-01-01
3951.T,朝日印刷,スタンダード（内国株式）,1970-01-01
3953.T,大村紙業,スタンダード（内国株式）,1970-01-01
3954.T,昭和パックス,スタンダード（内国株式）,1970-01-01
3955.T,イムラ,スタンダード（内国株式）,1970-01-01
3961.T,シルバーエッグ・テクノロジー,グロース（内国株式）,1970-01-01
3962.T,チェンジホールディングス,プライム（内国株式）,1970-01-01
3963.T,シンクロ・フード,プライム（内国株式）,1970-01-01
3964.T,オークネット,プライム（内国株式）,1970-01-01
3965.T,キャピタル・アセット・プランニング,スタンダード（内国株式）,1970-01-01
3967.T,エルテス,グロース（内国株式）,1970-01-01
3968.T,セグエグループ,プライム（内国株式）,1970-01-01
3969.T,エイトレッド,スタンダード（内国株式）,1970-01-01
3970.T,イノベーション,グロース（内国株式）,1970-01-01
3974.T,ＳＣＡＴ,スタンダード（内国株式）,1970-01-01
3976.T,シャノン,グロース（内国株式）,1970-01-01
3978.T,マクロミル,プライム（内国株式）,1970-01-01
3979.T,うるる,グロース（内国株式）,1970-01-01
3981.T,ビーグリー,プライム（内国株式）,1970-01-01
3983.T,オロ,プライム（内国株式）,1970-01-01
3984.T,ユーザーローカル,プライム（内国株式）,1970-01-01
3985.T,テモナ,プライム（内国株式）,1970-01-01
3986.T,ビーブレイクシステムズ,グロース（内国株式）,1970-01-01
3987.T,エコモット,グロース（内国株式）,1970-01-01
3988.T,ＳＹＳホールディングス,スタンダード（内国株式）,1970-01-01
3989.T,シェアリングテクノロジー,グロース（内国株式）,1970-01-01
3990.T,ＵＵＵＭ,グロース（内国株式）,1970-01-01
3991.T,ウォンテッドリー,グロース（内国株式）,1970-01-01
3992.T,ニーズウェル,プライム（内国株式）,1970-01-01
3993.T,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,スタンダード（内国株式）,1970-01-01
3994.T,マネーフォワード,プライム（内国株式）,1970-01-01
3995.T,ＳＫＩＹＡＫＩ,グロース（内国株式）,1970-01-01
3996.T,サインポスト,プライム（内国株式）,1970-01-01
3997.T,トレードワークス,スタンダード（内国株式）,1970-01-01
3998.T,すららネット,グロース（内国株式）,1970-01-01
4004.T,レゾナック・ホールディングス,プライム（内国株式）,1970-01-01
4005.T,住友化学,プライム（内国株式）,1970-01-01
4008.T,住友精化,プライム（内国株式）,1970-01-01
4011.T,ヘッドウォータース,グロース（内国株式）,1970-01-01
4012.T,アクシス,スタンダード（内国株式）,1970-01-01
4013.T,勤次郎,グロース（内国株式）,1970-01-01
4014.T,カラダノート,グロース（内国株式）,1970-01-01
4015.T,アララ,グロース（内国株式）,1970-01-01
4016.T,ＭＩＴホールディングス,スタンダード（内国株式）,1970-01-01
4017.T,クリーマ,グロース（内国株式）,1970-01-01
4019.T,スタメン,グロース（内国株式）,1970-01-01
4020.T,ビートレンド,グロース（内国株式）,1970-01-01
4021.T,日産化学,プライム（内国株式）,1970-01-01
4022.T,ラサ工業,プライム（内国株式）,1970-01-01
4023.T,クレハ,プライム（内国株式）,1970-01-01
4025.T,多木化学,プライム（内国株式）,1970-01-01
4026.T,神島化学工業,スタンダード（内国株式）,1970-01-01
4027.T,テイカ,プライム（内国株式）,1970-01-01
4028.T,石原産業,プライム（内国株式）,1970-01-01
4031.T,片倉コープアグリ,スタンダード（内国株式）,1970-01-01
4040.T,南海化学,スタンダード（内国株式）,1970-01-01
4041.T,日本曹達,プライム（内国株式）,1970-01-01
4042.T,東ソー,プライム（内国株式）,1970-01-01
4043.T,トクヤマ,プライム（内国株式）,1970-01-01
4044.T,セントラル硝子,プライム（内国株式）,1970-01-01
4045.T,東亞合成,プライム（内国株式）,1970-01-01
4046.T,大阪ソーダ,プライム（内国株式）,1970-01-01
4047.T,関東電化工業,プライム（内国株式）,1970-01-01
4051.T,ＧＭＯフィナンシャルゲート,グロース（内国株式）,1970-01-01
4052.T,フィーチャ,グロース（内国株式）,1970-01-01
4053.T,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,プライム（内国株式）,1970-01-01
4054.T,日本情報クリエイト,グロース（内国株式）,1970-01-01
4055.T,ティアンドエス,グロース（内国株式）,1970-01-01
4056.T,ニューラルグループ,グロース（内国株式）,1970-01-01
4057.T,インターファクトリー,グロース（内国株式）,1970-01-01
4058.T,トヨクモ,グロース（内国株式）,1970-01-01
4059.T,まぐまぐ,スタンダード（内国株式）,1970-01-01
4060.T,ｒａｋｕｍｏ,グロース（内国株式）,1970-01-01
4061.T,デンカ,プライム（内国株式）,1970-01-01
4062.T,イビデン,プライム（内国株式）,1970-01-01
4063.T,信越化学工業,プライム（内国株式）,1970-01-01
4064.T,日本カーバイド工業,プライム（内国株式）,1970-01-01
4068.T,ベイシス,グロース（内国株式）,1970-01-01
4069.T,ＢｌｕｅＭｅｍｅ,グロース（内国株式）,1970-01-01
4071.T,プラスアルファ・コンサルティング,プライム（内国株式）,1970-01-01
4072.T,電算システムホールディングス,プライム（内国株式）,1970-01-01
4073.T,ジィ・シィ企画,グロース（内国株式）,1970-01-01
4074.T,ラキール,グロース（内国株式）,1970-01-01
4075.T,ブレインズテクノロジー,グロース（内国株式）,1970-01-01
4076.T,シイエヌエス,グロース（内国株式）,1970-01-01
4078.T,堺化学工業,プライム（内国株式）,1970-01-01
4080.T,田中化学研究所,スタンダード（内国株式）,1970-01-01
4082.T,第一稀元素化学工業,プライム（内国株式）,1970-01-01
4088.T,エア・ウォーター,プライム（内国株式）,1970-01-01
4091.T,日本酸素ホールディングス,プライム（内国株式）,1970-01-01
4092.T,日本化学工業,プライム（内国株式）,1970-01-01
4093.T,東邦アセチレン,プライム（内国株式）,1970-01-01
4094.T,日本化学産業,スタンダード（内国株式）,1970-01-01
4095.T,日本パーカライジング,プライム（内国株式）,1970-01-01
4097.T,高圧ガス工業,プライム（内国株式）,1970-01-01
4098.T,チタン工業,プライム（内国株式）,1970-01-01
4099.T,四国化成ホールディングス,プライム（内国株式）,1970-01-01
4100.T,戸田工業,プライム（内国株式）,1970-01-01
4102.T,丸尾カルシウム,スタンダード（内国株式）,1970-01-01
4107.T,伊勢化学工業,スタンダード（内国株式）,1970-01-01
4109.T,ステラ　ケミファ,プライム（内国株式）,1970-01-01
4112.T,保土谷化学工業,プライム（内国株式）,1970-01-01
4113.T,田岡化学工業,スタンダード（内国株式）,1970-01-01
4114.T,日本触媒,プライム（内国株式）,1970-01-01
4116.T,大日精化工業,プライム（内国株式）,1970-01-01
4118.T,カネカ,プライム（内国株式）,1970-01-01
4119.T,日本ピグメント,スタンダード（内国株式）,1970-01-01
4120.T,スガイ化学工業,スタンダード（内国株式）,1970-01-01
4124.T,大阪油化工業,スタンダード（内国株式）,1970-01-01
4125.T,三和油化工業,スタンダード（内国株式）,1970-01-01
