symbol,name,market,latestClosingDate,is_valid,four_quarters_eps,three_quarters_eps,two_quarters_eps,latest_quarter_eps,four_quarters_revenue,three_quarters_revenue,two_quarters_revenue,latest_quarter_revenue,four_years_eps,three_years_eps,two_years_eps,latest_year_eps,latest_year_roe
4812.T,電通国際情報サービス,プライム（内国株式）,2023-06-30,1.0,39.06,46.39,58.87,55.37,32350000000.0,35246000000.0,34779000000.0,35070000000.0,95.52,112.94,137.21,193.27,17.06
4813.T,ＡＣＣＥＳＳ,プライム（内国株式）,2023-04-30,1.0,-27.25,10.02,-33.76,9.1,2396465000.0,4406140000.0,3514784000.0,3916837000.0,12.52,-64.26,-76.93,-67.72,-12.17
4814.T,ネクストウェア,スタンダード（内国株式）,2023-06-30,1.0,0.95,0.02,2.76,-8.0,818599000.0,700684000.0,791693000.0,513129000.0,-12.03,1.87,52.76,0.9,0.77
4816.T,東映アニメーション,スタンダード（内国株式）,2023-06-30,1.0,178.52,118.6,104.71,74.29,24389000000.0,22614000000.0,22393000000.0,19884000000.0,272.31,263.5,305.24,497.62,18.25
4819.T,デジタルガレージ,プライム（内国株式）,2023-06-30,1.0,-248.28,-75.86,-23.02,86.04,-3170000000.0,7769000000.0,7737000000.0,13187000000.0,156.52,206.27,638.76,-190.26,-11.3
4820.T,イーエムシステムズ,プライム（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
4824.T,メディアシーク,グロース（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
4825.T,ウェザーニューズ,プライム（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
4826.T,ＣＩＪ,プライム（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
4828.T,ビジネスエンジニアリング,プライム（内国株式）,2023-06-30,1.0,42.92,52.09,51.02,57.08,4474834000.0,4873868000.0,4773399000.0,4703821000.0,71.1,114.92,136.97,194.02,25.07
4829.T,日本エンタープライズ,スタンダード（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
4832.T,ＪＦＥシステムズ,スタンダード（内国株式）,2023-06-30,1.0,66.31,77.61,80.52,75.06,13606607000.0,14028377000.0,15311182000.0,15168883000.0,202.53,196.47,237.11,275.27,16.7
4833.T,Ｓｕｃｃｅｓｓ　Ｈｏｌｄｅｒｓ,グロース（内国株式）,2023-06-30,1.0,-3.95,-3.61,-12.2,-3.93,68815000.0,78730000.0,98208000.0,124524000.0,-23.62,-36.34,-16.77,-20.94,-95.13
4837.T,シダックス,スタンダード（内国株式）,2023-06-30,1.0,17.73,15.86,18.74,11.45,29657000000.0,31363000000.0,30360000000.0,32285000000.0,-27.44,15.39,99.9,68.5,31.23
4838.T,スペースシャワーネットワーク,スタンダード（内国株式）,2023-06-30,1.0,21.27,5.07,10.02,18.06,4177604000.0,3747011000.0,4042311000.0,4153438000.0,6.89,-18.61,50.62,39.52,9.43
4839.T,ＷＯＷＯＷ,プライム（内国株式）,2023-06-30,1.0,19.41,51.44,-14.18,15.64,19126000000.0,19170000000.0,19468000000.0,18314000000.0,175.84,102.0,146.96,83.14,3.59
4840.T,トライアイズ,グロース（内国株式）,2023-06-30,1.0,-4.59,75.25,14.21,4.94,194083000.0,123063000.0,123404000.0,248736000.0,15.08,0.31,-27.11,56.45,8.79
4845.T,スカラ,プライム（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
4847.T,インテリジェント　ウェイブ,プライム（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
4848.T,フルキャストホールディングス,プライム（内国株式）,2023-06-30,1.0,47.24,40.87,42.1,43.3,16457000000.0,17386000000.0,15963000000.0,17159000000.0,120.67,106.87,133.7,176.65,27.73
4849.T,エン・ジャパン,プライム（内国株式）,2023-06-30,1.0,14.5,20.8,-4.1,11.77,16613000000.0,17160000000.0,18152000000.0,16499000000.0,143.31,70.44,133.32,54.21,7.71
4875.T,メディシノバ・インク,スタンダード（外国株式）,2023-06-30,1.0,-0.07,-0.06,-0.06,-0.06,0.0,0.0,0.0,0.0,-0.29,-0.31,-0.21,-0.29,-20.03
4880.T,セルソース,グロース（内国株式）,2023-04-30,1.0,15.02,22.94,11.56,10.38,1175967000.0,1400842000.0,1059530000.0,1111082000.0,11.55,14.86,34.97,54.47,26.89
4881.T,ファンペップ,グロース（内国株式）,2023-06-30,1.0,-15.71,-16.49,-14.57,-10.24,184000.0,263000.0,268000.0,262000.0,-14.59,-30.33,-38.36,-54.79,-43.51
4882.T,ペルセウスプロテオミクス,グロース（内国株式）,2023-06-30,1.0,-13.84,-16.94,-19.11,-35.9,22124000.0,22168000.0,24533000.0,24776000.0,-92.33,-45.33,-50.94,-66.93,-32.84
4883.T,モダリス,グロース（内国株式）,2023-06-30,1.0,-18.33,-47.44,-17.61,-16.56,0.0,0.0,0.0,0.0,5.6,-15.72,-25.51,-92.05,-91.89
4884.T,クリングルファーマ,グロース（内国株式）,2023-06-30,1.0,-4.64,-29.34,-29.26,-48.8,279761000.0,17365000.0,16988000.0,17176000.0,-82.81,-32.3,-69.48,-61.67,-11.9
4885.T,室町ケミカル,スタンダード（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
4886.T,あすか製薬ホールディングス,プライム（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
4887.T,サワイグループホールディングス,プライム（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
4888.T,ステラファーマ,グロース（内国株式）,2023-06-30,1.0,-5.14,-4.85,-9.86,-5.43,46199000.0,82772000.0,53898000.0,61598000.0,-34.95,-24.87,-26.77,-25.99,-28.3
4889.T,レナサイエンス,グロース（内国株式）,2023-06-30,1.0,-7.1,-5.73,-8.59,0.17,0.0,10000000.0,70545000.0,93499000.0,-15.0,-8.16,-20.0,-26.42,-18.0
4890.T,坪田ラボ,グロース（内国株式）,2023-06-30,1.0,5.28,5.07,-4.4,-4.92,326935000.0,326279000.0,72577000.0,24753000.0,0.12,8.02,6.1,3.56,4.62
4891.T,ティムス,グロース（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
4892.T,サイフューズ,グロース（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
4893.T,ノイルイミューン・バイオテック,グロース（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
4894.T,クオリプス,グロース（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
4901.T,富士フイルムホールディングス,プライム（内国株式）,2023-06-30,1.0,104.54,146.03,158.42,131.23,724071000000.0,744329000000.0,764781000000.0,660759000000.0,242.87,352.11,410.36,529.2,7.94
4902.T,コニカミノルタ,プライム（内国株式）,2023-06-30,1.0,3.96,6.93,-198.74,-11.07,282894000000.0,290283000000.0,309370000000.0,266408000000.0,-6.11,-30.26,-51.97,-205.21,-21.16
4911.T,資生堂,プライム（内国株式）,2023-06-30,1.0,32.0,12.89,21.7,7.68,269343000000.0,304612000000.0,240009000000.0,254179000000.0,183.91,-29.15,106.1,85.5,5.66
4912.T,ライオン,プライム（内国株式）,2023-06-30,1.0,20.69,16.52,5.39,9.3,100946000000.0,103728000000.0,90849000000.0,102037000000.0,68.73,99.86,79.43,75.0,8.3
4914.T,高砂香料工業,プライム（内国株式）,2023-06-30,1.0,111.05,24.66,72.25,50.61,47483000000.0,46452000000.0,45132000000.0,48532000000.0,169.11,354.99,442.08,366.85,6.15
4917.T,マンダム,プライム（内国株式）,2023-06-30,1.0,6.96,9.7,-9.36,18.87,16602000000.0,17120000000.0,17275000000.0,18455000000.0,92.09,17.82,-12.87,19.85,1.47
4918.T,アイビー化粧品,スタンダード（内国株式）,2023-06-30,1.0,55.89,-74.13,6.7,-49.85,1187890000.0,275416000.0,1252338000.0,334858000.0,8.99,0.74,7.91,-75.36,-19.4
4919.T,ミルボン,プライム（内国株式）,2023-06-30,1.0,43.36,38.24,26.64,39.65,10940405000.0,12830720000.0,10340911000.0,12362593000.0,136.41,126.95,154.28,168.41,12.68
4920.T,日本色材工業研究所,スタンダード（内国株式）,2023-05-31,1.0,48.9,10.23,71.33,66.54,3131026000.0,2855734000.0,3292359000.0,3679115000.0,135.08,-404.25,-58.13,117.32,8.18
4921.T,ファンケル,プライム（内国株式）,2023-06-30,1.0,11.4,14.12,4.69,16.79,25029000000.0,28315000000.0,24641000000.0,27152000000.0,76.6,61.49,56.93,38.13,6.57
4922.T,コーセー,プライム（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
4923.T,コタ,プライム（内国株式）,2023-06-30,1.0,6.73,40.53,2.71,2.07,1801667000.0,3692330000.0,1727575000.0,1693056000.0,38.05,42.96,46.55,52.14,15.34
4925.T,ハーバー研究所,スタンダード（内国株式）,2023-06-30,1.0,-22.89,-153.38,26.14,-54.65,2865377000.0,3082701000.0,3302784000.0,2569673000.0,333.79,55.0,-68.37,-179.89,-6.57
4926.T,シーボン,スタンダード（内国株式）,2023-06-30,1.0,-65.86,-18.48,-7.69,-4.39,2171677000.0,2068917000.0,2159167000.0,2104621000.0,-249.95,-145.26,10.48,-98.52,-7.39
4927.T,ポーラ・オルビスホールディングス,プライム（内国株式）,2023-06-30,1.0,9.3,-6.93,11.97,20.34,40906000000.0,46653000000.0,42136000000.0,43700000000.0,85.95,20.22,51.21,49.95,6.69
4928.T,ノエビアホールディングス,プライム（内国株式）,2023-06-30,1.0,85.96,34.55,43.68,59.23,15251000000.0,16208000000.0,14688000000.0,15986000000.0,211.55,164.48,186.87,222.18,14.58
4929.T,アジュバンホールディングス,プライム（内国株式）,2023-06-30,1.0,1.19,15.73,8.62,-5.44,1136824000.0,1307312000.0,898119000.0,1073466000.0,-28.6,17.81,48.88,50.18,9.0
4930.T,グラフィコ,スタンダード（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
4931.T,新日本製薬,プライム（内国株式）,2023-06-30,1.0,22.65,25.67,19.52,39.88,8986000000.0,9255000000.0,8995000000.0,9622000000.0,84.4,98.19,106.02,107.85,13.16
4932.T,アルマード,スタンダード（内国株式）,2023-06-30,1.0,13.83,30.79,36.55,-4.47,1626071000.0,1692681000.0,1685217000.0,2065630000.0,54.08,36.69,56.01,56.36,25.12
4933.T,Ｉ－ｎｅ,グロース（内国株式）,2023-06-30,1.0,39.98,4.46,31.66,139.26,9913000000.0,9157000000.0,9716000000.0,9801000000.0,27.91,52.4,71.16,110.23,18.65
4934.T,プレミアアンチエイジング,グロース（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
4935.T,リベルタ,スタンダード（内国株式）,2023-06-30,1.0,-2.28,38.84,-8.51,31.72,1624569000.0,2130454000.0,1347159000.0,2029060000.0,24.86,53.38,67.49,38.48,7.29
4936.T,アクシージア,プライム（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
4937.T,Ｗａｑｏｏ,グロース（内国株式）,2023-06-30,1.0,-10.16,22.61,47.62,-49.48,682795000.0,489882000.0,410391000.0,422124000.0,-271.65,33.72,38.69,-19.01,-7.7
4951.T,エステー,プライム（内国株式）,2023-06-30,1.0,46.39,20.15,7.04,11.78,12927000000.0,12216000000.0,9912000000.0,9747000000.0,98.31,109.83,48.23,79.48,5.64
4955.T,アグロ　カネショウ,プライム（内国株式）,2023-06-30,1.0,5.21,25.56,31.47,6.2,3210332000.0,4912462000.0,4378049000.0,3603557000.0,72.1,36.55,27.27,68.46,4.62
4956.T,コニシ,プライム（内国株式）,2023-06-30,1.0,149.46,35.84,43.58,38.96,30441000000.0,33072000000.0,32119000000.0,31844000000.0,112.63,121.21,126.14,283.32,13.03
4957.T,ヤスハラケミカル,スタンダード（内国株式）,2023-06-30,1.0,16.97,12.27,1.29,21.4,2847000000.0,2939000000.0,2911000000.0,3181000000.0,-0.08,30.79,69.88,61.72,3.42
4958.T,長谷川香料,プライム（内国株式）,2023-06-30,1.0,34.4,24.37,41.75,59.26,16608000000.0,15515000000.0,15798000000.0,16852000000.0,96.49,119.18,158.35,187.48,7.21
4960.T,ケミプロ化成,スタンダード（内国株式）,2023-06-30,1.0,2.38,-1.18,-2.92,-1.26,2561590000.0,2066878000.0,2400382000.0,1794102000.0,5.46,10.84,10.78,4.28,1.55
4963.T,星光ＰＭＣ,プライム（内国株式）,2023-06-30,1.0,15.0,-3.75,10.07,20.99,8224378000.0,8255875000.0,7457270000.0,7871612000.0,63.8,54.82,68.69,54.33,5.35
4966.T,上村工業,スタンダード（内国株式）,2023-06-30,1.0,117.2,147.53,83.62,95.96,21918625000.0,22833082000.0,20810511000.0,17514098000.0,271.26,360.82,490.06,533.79,12.5
4967.T,小林製薬,プライム（内国株式）,2023-06-30,1.0,82.88,70.75,46.23,54.53,43015000000.0,51979000000.0,33467000000.0,40158000000.0,233.26,234.06,240.28,256.53,10.12
4968.T,荒川化学工業,プライム（内国株式）,2023-06-30,1.0,-77.52,-72.44,-107.49,-15.2,20551000000.0,19688000000.0,18031000000.0,17298000000.0,83.86,105.02,72.73,-239.25,-9.14
4970.T,東洋合成工業,スタンダード（内国株式）,2023-06-30,1.0,125.0,62.65,132.89,67.79,8320791000.0,8193518000.0,8409679000.0,7611000000.0,227.52,288.08,424.57,469.99,19.49
4971.T,メック,プライム（内国株式）,2023-06-30,1.0,35.95,33.97,4.1,49.53,4236125000.0,3965038000.0,2765804000.0,3432662000.0,61.6,79.51,155.42,152.68,13.14
4972.T,綜研化学,スタンダード（内国株式）,2023-06-30,1.0,29.42,7.46,35.49,66.1,9082856000.0,9637321000.0,9038442000.0,9046485000.0,197.09,328.29,245.87,173.11,4.79
4973.T,日本高純度化学,プライム（内国株式）,2023-06-30,1.0,16.22,19.1,12.1,19.66,4004347000.0,4092151000.0,3108414000.0,2843237000.0,135.84,125.14,154.21,93.94,4.22
4974.T,タカラバイオ,プライム（内国株式）,2023-06-30,1.0,38.46,50.3,11.77,2.65,18485000000.0,27619000000.0,17936000000.0,9176000000.0,31.72,79.28,164.84,132.97,14.27
4975.T,ＪＣＵ,プライム（内国株式）,2023-06-30,1.0,62.41,66.35,31.57,34.68,6957647000.0,7584782000.0,6434913000.0,5225421000.0,158.53,168.98,231.3,220.81,15.88
4976.T,東洋ドライルーブ,スタンダード（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
4977.T,新田ゼラチン,プライム（内国株式）,2023-06-30,1.0,19.92,-0.94,36.14,13.5,9931000000.0,10106000000.0,9901000000.0,9403000000.0,-37.77,40.38,39.51,84.79,8.16
4978.T,リプロセル,グロース（内国株式）,2023-06-30,1.0,0.31,-1.27,-3.12,0.85,910006000.0,646521000.0,729994000.0,556371000.0,-14.24,-11.34,-6.99,-3.59,-4.03
4979.T,ＯＡＴアグリオ,プライム（内国株式）,2023-06-30,1.0,16.53,-2.17,153.81,51.66,5524000000.0,6068000000.0,9307000000.0,7057000000.0,0.36,75.6,130.33,204.21,20.5
4980.T,デクセリアルズ,プライム（内国株式）,2023-06-30,1.0,120.92,95.73,31.58,52.83,31422000000.0,29030000000.0,18940000000.0,20858000000.0,42.74,82.91,258.46,320.33,28.38
4985.T,アース製薬,プライム（内国株式）,2023-06-30,1.0,2.17,-150.92,176.15,142.31,35140000000.0,27894000000.0,40819000000.0,49510000000.0,61.77,160.81,323.5,240.2,8.45
4987.T,寺岡製作所,スタンダード（内国株式）,2023-06-30,1.0,-11.35,-12.04,-110.76,18.47,4948000000.0,5025000000.0,4789000000.0,4594000000.0,5.58,3.41,6.07,-135.15,-14.03
4990.T,昭和化学工業,スタンダード（内国株式）,2023-06-30,1.0,14.52,13.35,9.18,15.44,2322076000.0,2389063000.0,2249086000.0,2529972000.0,30.9,24.39,28.8,51.47,9.13
4992.T,北興化学工業,スタンダード（内国株式）,2023-05-31,1.0,38.29,14.59,56.43,31.87,10602000000.0,7499000000.0,14197000000.0,14116000000.0,93.98,80.04,97.61,155.6,11.02
4994.T,大成ラミック,スタンダード（内国株式）,2023-06-30,1.0,79.59,61.51,24.63,56.47,7476270000.0,6758561000.0,6857682000.0,7370077000.0,156.82,159.97,306.94,272.41,8.22
4996.T,クミアイ化学工業,プライム（内国株式）,2023-04-30,1.0,23.24,39.54,25.87,51.06,34123000000.0,38968000000.0,42750000000.0,52695000000.0,50.97,49.69,67.75,122.6,14.14
4997.T,日本農薬,プライム（内国株式）,2023-06-30,1.0,0.89,5.62,17.63,12.66,19152000000.0,22839000000.0,36084000000.0,22183000000.0,32.74,53.0,54.92,54.75,6.33
4998.T,フマキラー,スタンダード（内国株式）,2023-06-30,1.0,7.34,-81.55,86.66,30.08,16026000000.0,11866000000.0,15319000000.0,19180000000.0,46.7,140.79,84.35,40.51,3.23
5009.T,富士興産,スタンダード（内国株式）,2023-06-30,1.0,9.49,14.3,15.55,16.01,14051000000.0,19015000000.0,16907000000.0,13145000000.0,64.62,72.28,233.08,44.95,4.22
5010.T,日本精蝋,スタンダード（内国株式）,2023-06-30,1.0,-43.88,-68.3,-80.18,22.28,10562000000.0,8367000000.0,5490000000.0,4934000000.0,-37.86,-128.48,19.82,-105.71,-43.89
5011.T,ニチレキ,プライム（内国株式）,2023-06-30,1.0,30.33,78.54,39.04,9.09,18904000000.0,23606000000.0,21114000000.0,13670000000.0,57.47,200.63,214.95,198.32,8.67
5013.T,ユシロ化学工業,スタンダード（内国株式）,2023-06-30,1.0,-6.47,24.32,32.81,50.43,11534000000.0,12464000000.0,12560000000.0,12435000000.0,137.63,70.36,19.64,64.6,2.59
5015.T,ビーピー・カストロール,スタンダード（内国株式）,2023-06-30,1.0,5.71,1.97,5.56,12.3,2714249000.0,3114252000.0,2721221000.0,3043846000.0,73.88,67.82,67.42,24.92,5.68
5017.T,富士石油,プライム（内国株式）,2023-06-30,1.0,-15.83,-164.5,22.64,36.9,236216000000.0,235464000000.0,170626000000.0,123780000000.0,-371.66,83.5,194.45,45.73,5.0
5018.T,ＭＯＲＥＳＣＯ,プライム（内国株式）,2023-05-31,1.0,19.29,22.17,-10.73,23.1,7473000000.0,7956000000.0,7854000000.0,7596000000.0,80.03,53.42,186.46,63.42,3.32
5019.T,出光興産,プライム（内国株式）,2023-06-30,1.0,340.68,-104.84,13.49,152.44,2609393000000.0,2397206000000.0,2244987000000.0,1818922000000.0,-77.0,117.23,938.34,851.55,15.71
5020.T,ＥＮＥＯＳホールディングス,プライム（内国株式）,2023-06-30,1.0,8.48,-47.27,15.73,15.1,3838928000000.0,3941097000000.0,3681423000000.0,3218320000000.0,-58.18,35.29,166.28,47.4,5.03
5021.T,コスモエネルギーホールディングス,プライム（内国株式）,2023-06-30,1.0,204.3,-370.88,65.86,-82.03,709159000000.0,724498000000.0,695781000000.0,608613000000.0,-332.13,1013.44,1638.42,768.9,12.87
5025.T,マーキュリーリアルテックイノベーター,グロース（内国株式）,2023-05-31,1.0,5.16,9.26,8.52,3.13,349534000.0,352282000.0,357594000.0,368907000.0,17.83,16.05,47.92,34.34,13.02
5026.T,トリプルアイズ,グロース（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
5027.T,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ,グロース（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
5028.T,セカンドサイトアナリティカ,グロース（内国株式）,2023-06-30,1.0,3.92,5.94,45.28,-0.93,175372000.0,207203000.0,385699000.0,194298000.0,2.53,10.15,34.11,48.18,17.97
5029.T,サークレイス,グロース（内国株式）,2023-06-30,1.0,4.17,-0.4,-1.63,-9.59,661238000.0,634762000.0,617161000.0,650336000.0,-22.6,-15.41,42.82,2.61,1.37
5031.T,モイ,グロース（内国株式）,2023-04-30,1.0,3.12,-6.95,6.17,2.99,1622206000.0,1740977000.0,1622584000.0,1604932000.0,-14.72,-11.13,18.73,3.85,3.26
