symbol,name,market,latestClosingDate,is_valid,four_quarters_eps,three_quarters_eps,two_quarters_eps,latest_quarter_eps,four_quarters_revenue,three_quarters_revenue,two_quarters_revenue,latest_quarter_revenue,four_years_eps,three_years_eps,two_years_eps,latest_year_eps,latest_year_roe
3168.T,黒谷,スタンダード（内国株式）,2023-05-31,1.0,-17.19,-1.49,-0.87,6.1,23647973000.0,21160988000.0,20345084000.0,20020095000.0,-16.09,26.39,94.42,38.16,5.93
3169.T,ミサワ,スタンダード（内国株式）,2023-04-30,1.0,12.05,3.5,13.81,6.69,2955537000.0,3064531000.0,2974964000.0,3198733000.0,71.75,86.93,97.37,47.95,10.92
3172.T,ティーライフ,スタンダード（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
3173.T,Ｃｏｍｉｎｉｘ,プライム（内国株式）,2023-06-30,1.0,43.68,25.62,20.82,10.05,7312000000.0,7395000000.0,7285000000.0,7013000000.0,51.85,42.97,129.4,108.02,10.2
3174.T,ハピネス・アンド・ディ,スタンダード（内国株式）,2023-05-31,1.0,-15.16,-60.14,41.0,-50.78,2923154000.0,2717647000.0,4068929000.0,3062967000.0,106.31,-74.31,-48.6,34.95,4.06
3175.T,エー・ピーホールディングス,スタンダード（内国株式）,2023-06-30,1.0,-54.56,-22.52,-32.54,-15.92,3852326000.0,4892710000.0,4690488000.0,4902538000.0,15.81,-343.28,3.04,-107.02,-3246.67
3176.T,三洋貿易,プライム（内国株式）,2023-06-30,1.0,23.87,40.99,46.25,42.29,31979149000.0,30919659000.0,30998574000.0,29515026000.0,138.54,103.88,146.74,148.13,11.05
3177.T,ありがとうサービス,スタンダード（内国株式）,2023-05-31,1.0,163.64,25.69,-24.96,183.39,2222977000.0,2221605000.0,2471570000.0,2390899000.0,73.93,153.56,254.55,310.0,12.8
3178.T,チムニー,スタンダード（内国株式）,2023-06-30,1.0,-51.82,-7.93,-14.49,7.57,4311958000.0,5691752000.0,5660500000.0,6068848000.0,-145.39,-465.56,63.44,-104.27,-47.72
3179.T,シュッピン,プライム（内国株式）,2023-06-30,1.0,23.12,18.42,6.0,23.37,11108861000.0,12531736000.0,11201378000.0,11316451000.0,49.83,44.54,92.07,72.56,26.19
3180.T,ビューティガレージ,プライム（内国株式）,2023-04-30,1.0,31.29,23.39,30.36,50.94,6078720000.0,6565873000.0,6488766000.0,7296188000.0,63.99,102.65,111.35,135.67,14.33
3181.T,買取王国,スタンダード（内国株式）,2023-05-31,1.0,10.55,21.57,23.39,25.51,1385865000.0,1465891000.0,1632770000.0,1588272000.0,17.9,28.89,34.34,75.62,11.43
3182.T,オイシックス・ラ・大地,プライム（内国株式）,2023-06-30,1.0,8.02,27.61,-3.55,21.48,27549000000.0,32025000000.0,27701000000.0,29268000000.0,23.02,132.4,71.74,47.52,7.35
3183.T,ウイン・パートナーズ,プライム（内国株式）,2023-06-30,1.0,11.16,28.5,16.25,9.53,16872893000.0,17735273000.0,19502240000.0,17383098000.0,61.39,50.51,60.06,67.12,8.99
3184.T,ＩＣＤＡホールディングス,スタンダード（内国株式）,2023-06-30,1.0,145.65,117.42,34.23,109.73,7804114000.0,7710348000.0,7692122000.0,7128223000.0,323.57,375.42,464.7,420.71,10.67
3185.T,夢展望,グロース（内国株式）,2023-06-30,1.0,-2.43,2.48,-7.92,-5.57,1346725000.0,1368329000.0,1199998000.0,1158430000.0,-14.46,-38.26,-3.56,-9.14,-48.62
3186.T,ネクステージ,プライム（内国株式）,2023-05-31,1.0,50.86,44.01,15.37,54.96,106998000000.0,128787000000.0,117937000000.0,111891000000.0,56.45,61.27,120.58,171.99,24.66
3187.T,サンワカンパニー,グロース（内国株式）,2023-06-30,1.0,5.47,8.94,14.42,6.16,3673720000.0,3746883000.0,3989851000.0,3825372000.0,2.78,-9.43,-2.83,31.62,21.65
3189.T,ＡＮＡＰ,スタンダード（内国株式）,2023-05-31,1.0,-42.27,-31.76,-43.09,-34.91,1230981000.0,1022604000.0,1152157000.0,991218000.0,13.07,-77.14,-163.02,-105.64,-508.05
3190.T,ホットマン,スタンダード（内国株式）,2023-06-30,1.0,-23.84,94.21,-46.35,14.3,4245009000.0,7920492000.0,4660092000.0,4974442000.0,37.91,46.94,36.5,25.75,2.68
3191.T,ジョイフル本田,プライム（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
3192.T,白鳩,スタンダード（内国株式）,2023-05-31,1.0,5.08,-2.69,6.39,-8.69,1668421000.0,1533007000.0,1609021000.0,1466178000.0,-20.8,-43.08,-33.45,11.08,3.35
3193.T,鳥貴族ホールディングス,プライム（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
3195.T,ジェネレーションパス,グロース（内国株式）,2023-04-30,1.0,16.82,9.97,-5.45,2.62,4551136000.0,3732293000.0,3968693000.0,3807200000.0,1.4,13.56,-10.88,41.52,17.38
3196.T,ホットランド,プライム（内国株式）,2023-06-30,1.0,21.34,-4.8,21.76,11.15,8246148000.0,8487641000.0,9397172000.0,9043721000.0,31.56,-52.93,96.43,62.73,13.32
3197.T,すかいらーくホールディングス,プライム（内国株式）,2023-06-30,1.0,-8.07,-7.71,-2.91,5.31,80278000000.0,81835000000.0,84568000000.0,85221000000.0,48.03,-87.16,38.43,-28.0,-4.04
3198.T,ＳＦＰホールディングス,プライム（内国株式）,2023-05-31,1.0,-12.42,-1.37,-8.4,18.99,5502520000.0,6023202000.0,6761011000.0,7156209000.0,56.69,-219.16,67.69,21.32,4.38
3199.T,綿半ホールディングス,プライム（内国株式）,2023-06-30,1.0,18.65,34.53,13.22,11.46,33319000000.0,36305000000.0,33706000000.0,29762000000.0,76.88,96.86,111.0,83.09,7.78
3201.T,日本毛織,プライム（内国株式）,2023-05-31,1.0,22.09,19.9,18.53,23.69,26334000000.0,29098000000.0,25520000000.0,29028000000.0,75.39,82.34,96.07,92.8,6.83
3202.T,ダイトウボウ,スタンダード（内国株式）,2023-06-30,1.0,0.46,0.55,1.66,1.04,989767000.0,1075822000.0,975830000.0,897839000.0,2.53,3.25,1.42,2.28,1.44
3204.T,トーア紡コーポレーション,スタンダード（内国株式）,2023-06-30,1.0,10.85,6.49,11.52,13.01,4416000000.0,4411000000.0,4547000000.0,4891000000.0,18.46,20.58,28.86,30.09,2.29
3205.T,ダイドーリミテッド,スタンダード（内国株式）,2023-06-30,1.0,-12.12,-2.38,210.97,-1.8,6838000000.0,6969000000.0,8354000000.0,7080000000.0,-38.65,-119.72,-94.01,189.29,48.74
3221.T,ヨシックスホールディングス,プライム（内国株式）,2023-06-30,1.0,24.45,19.82,-0.51,33.0,3868049000.0,4558186000.0,4773967000.0,5039625000.0,121.79,-122.98,179.86,93.16,10.94
3222.T,ユナイテッド・スーパーマーケット・ホールディングス,スタンダード（内国株式）,2023-05-31,1.0,4.52,-2.89,6.71,3.05,179605000000.0,172972000000.0,182543000000.0,175222000000.0,12.42,67.17,40.81,10.15,0.89
3223.T,エスエルディー,スタンダード（内国株式）,2023-05-31,1.0,-43.07,-52.31,-31.02,24.79,746924000.0,768672000.0,841937000.0,943697000.0,1.82,-474.7,8.8,-152.94,-99.29
3224.T,ゼネラル・オイスター,グロース（内国株式）,2023-06-30,1.0,-4.92,31.56,10.71,0.44,906230000.0,1129350000.0,918605000.0,835088000.0,-37.64,-202.86,71.6,34.32,13.42
3228.T,三栄建築設計,プライム（内国株式）,2023-05-31,1.0,141.78,33.97,30.32,27.58,52309915000.0,26166112000.0,36133594000.0,29970709000.0,286.03,192.13,356.91,382.62,14.08
3231.T,野村不動産ホールディングス,プライム（内国株式）,2023-06-30,1.0,37.96,38.52,129.01,132.86,115035000000.0,107834000000.0,232145000000.0,209366000000.0,253.46,218.53,302.91,352.69,9.87
3232.T,三重交通グループホールディングス,プライム（内国株式）,2023-06-30,1.0,7.15,18.6,0.82,13.31,20328327000.0,26211470000.0,27464108000.0,21951351000.0,35.05,-16.28,20.6,35.13,7.18
3236.T,プロパスト,スタンダード（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
3237.T,イントランス,グロース（内国株式）,2023-06-30,1.0,-3.34,-2.95,-4.71,-0.46,158710000.0,192671000.0,115170000.0,229537000.0,-27.3,-26.75,4.2,-13.29,-71.23
3238.T,セントラル総合開発,スタンダード（内国株式）,2023-06-30,1.0,-4.37,62.27,40.58,1.29,5302638000.0,10199331000.0,10361234000.0,5328517000.0,126.56,74.19,65.08,87.33,9.3
3241.T,ウィル,スタンダード（内国株式）,2023-06-30,1.0,13.22,21.45,6.24,14.86,2345000000.0,3152000000.0,2198000000.0,2782000000.0,38.7,40.81,50.86,52.22,14.54
3242.T,アーバネットコーポレーション,スタンダード（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
3244.T,サムティ,プライム（内国株式）,2023-05-31,1.0,66.23,131.53,-47.87,76.05,27147000000.0,65099000000.0,26983000000.0,38299000000.0,237.87,258.78,215.46,233.56,11.0
3245.T,ディア・ライフ,プライム（内国株式）,2023-06-30,1.0,59.98,2.92,12.99,19.18,29308000000.0,4894000000.0,6819000000.0,9199000000.0,57.91,45.33,65.74,95.29,20.12
3246.T,コーセーアールイー,スタンダード（内国株式）,2023-04-30,1.0,4.94,42.46,66.04,18.83,1084939000.0,2957733000.0,5599171000.0,2058547000.0,41.05,56.01,84.88,121.52,13.5
3248.T,アールエイジ,スタンダード（内国株式）,2023-04-30,1.0,11.67,22.34,21.89,41.08,710737000.0,708299000.0,874706000.0,980613000.0,105.58,95.11,81.27,118.07,9.61
3252.T,地主,プライム（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
3254.T,プレサンスコーポレーション,スタンダード（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
3261.T,グランディーズ,グロース（内国株式）,2023-06-30,1.0,-2.0,13.35,-20.77,13.38,316623000.0,1495923000.0,888166000.0,1594286000.0,65.71,23.16,50.21,18.05,3.4
3264.T,アスコット,スタンダード（内国株式）,2023-06-30,1.0,11.38,1.8,-0.6,3.44,14757000000.0,3552000000.0,2445000000.0,5920000000.0,6.6,13.16,0.09,15.89,8.24
3266.T,ファンドクリエーショングループ,スタンダード（内国株式）,2023-05-31,1.0,-1.43,7.38,-1.25,1.51,140000000.0,917000000.0,480000000.0,799000000.0,2.19,0.66,4.04,6.03,8.53
3267.T,フィル・カンパニー,プライム（内国株式）,2023-05-31,1.0,4.31,28.96,-11.73,-8.07,1065556000.0,1913902000.0,733051000.0,1122189000.0,103.98,3.4,70.52,24.59,5.82
3271.T,ＴＨＥグローバル社,スタンダード（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
3275.T,ハウスコム,プライム（内国株式）,2023-06-30,1.0,-13.96,-32.81,76.67,-6.57,3208656000.0,2973643000.0,4347834000.0,3222519000.0,86.47,40.08,47.88,42.02,4.66
3276.T,ＪＰＭＣ,プライム（内国株式）,2023-06-30,1.0,23.56,8.42,26.93,21.91,13947020000.0,13952246000.0,14213788000.0,14294361000.0,79.17,56.81,61.04,83.57,20.91
3277.T,サンセイランディック,スタンダード（内国株式）,2023-06-30,1.0,23.06,17.74,79.65,31.08,3095696000.0,4272093000.0,6486494000.0,5493723000.0,137.01,42.22,71.91,124.56,9.59
3280.T,エストラスト,スタンダード（内国株式）,2023-05-31,1.0,40.7,0.65,97.13,-10.22,3598000000.0,2125000000.0,7410000000.0,1990000000.0,62.43,88.86,71.51,135.88,10.9
3284.T,フージャースホールディングス,プライム（内国株式）,2023-06-30,1.0,11.4,49.25,81.13,6.64,13550000000.0,21250000000.0,37934000000.0,14640000000.0,4.8,77.96,83.11,123.44,13.1
3286.T,トラストホールディングス,グロース（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
3288.T,オープンハウスグループ,プライム（内国株式）,2023-06-30,1.0,179.73,163.03,205.77,140.69,285553000000.0,248198000000.0,293596000000.0,243536000000.0,341.95,472.83,551.73,646.41,23.04
3289.T,東急不動産ホールディングス,プライム（内国株式）,2023-06-30,1.0,17.37,5.56,24.04,35.14,224705000000.0,196732000000.0,364094000000.0,253104000000.0,53.64,30.1,48.81,67.0,7.04
3291.T,飯田グループホールディングス,プライム（内国株式）,2023-06-30,1.0,105.55,45.05,31.92,43.27,352753000000.0,341770000000.0,419868000000.0,316935000000.0,182.56,282.97,351.12,262.14,7.82
3293.T,アズマハウス,スタンダード（内国株式）,2023-06-30,1.0,19.34,26.11,18.43,17.97,3258465000.0,3824649000.0,3897153000.0,2795958000.0,100.55,94.27,93.75,89.78,4.48
3294.T,イーグランド,スタンダード（内国株式）,2023-06-30,1.0,82.19,36.89,43.16,34.1,7351002000.0,5723357000.0,5257756000.0,6107793000.0,136.72,146.54,253.94,273.41,16.93
3297.T,東武住販,スタンダード（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
3299.T,ムゲンエステート,プライム（内国株式）,2023-06-30,1.0,17.61,23.31,34.69,44.5,7703000000.0,9533000000.0,11627000000.0,14620000000.0,69.29,24.59,52.38,66.66,6.36
3300.T,アンビション　ＤＸ　ホールディングス,グロース（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
3302.T,帝国繊維,プライム（内国株式）,2023-06-30,1.0,13.82,40.84,61.52,6.08,4382045000.0,9302992000.0,12016133000.0,5180350000.0,156.4,123.54,145.24,133.33,6.31
3306.T,日本製麻,スタンダード（内国株式）,2023-06-30,1.0,7.77,11.65,0.43,9.44,960725000.0,978124000.0,929986000.0,1078660000.0,-2.78,25.93,13.15,25.99,5.81
3315.T,日本コークス工業,プライム（内国株式）,2023-06-30,1.0,-4.98,-2.13,7.35,1.25,51965000000.0,39426000000.0,40441000000.0,38207000000.0,0.09,13.12,24.41,-3.56,-1.98
3316.T,東京日産コンピュータシステム,スタンダード（内国株式）,2023-06-30,1.0,17.38,13.3,26.56,2.6,1575068000.0,2127542000.0,3063328000.0,1684912000.0,62.17,40.84,46.64,61.35,9.75
3317.T,フライングガーデン,スタンダード（内国株式）,2023-06-30,1.0,44.73,57.33,-8.09,98.75,1776010000.0,1833280000.0,1891340000.0,1869250000.0,63.37,77.09,238.09,201.3,11.26
3319.T,ゴルフダイジェスト・オンライン,プライム（内国株式）,2023-03-31,1.0,25.28,2.6,-60.38,0.73,11767032000.0,11852962000.0,12884416000.0,11652896000.0,19.63,14.31,56.68,18.51,21.22
3320.T,クロスプラス,スタンダード（内国株式）,2023-04-30,1.0,63.87,-2.98,-50.32,114.4,11978000000.0,16667000000.0,14258000000.0,14811000000.0,80.58,259.24,-215.84,62.05,3.65
3321.T,ミタチ産業,スタンダード（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
3322.T,アルファグループ,スタンダード（内国株式）,2023-06-30,1.0,0.71,12.06,-6.08,13.65,2975173000.0,3348040000.0,3718702000.0,3177209000.0,85.02,30.31,63.79,33.58,4.54
3323.T,レカム,スタンダード（内国株式）,2023-06-30,1.0,1.37,-0.29,1.21,1.52,2489468000.0,2153748000.0,2420529000.0,2295688000.0,4.49,3.97,-3.83,4.25,8.13
3326.T,ランシステム,スタンダード（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
3328.T,ＢＥＥＮＯＳ,プライム（内国株式）,2023-06-30,1.0,-21.22,29.84,31.57,32.17,8280000000.0,6975000000.0,7656000000.0,7444000000.0,87.33,141.84,51.8,-15.82,-1.17
3329.T,東和フードサービス,スタンダード（内国株式）,2023-04-30,1.0,9.03,5.01,16.06,22.14,2563134000.0,2540087000.0,2857050000.0,2886314000.0,-2.81,-7.46,85.38,52.01,7.08
3333.T,あさひ,プライム（内国株式）,2023-05-31,1.0,20.42,27.43,-9.14,96.5,17479599000.0,17332272000.0,15654128000.0,26025993000.0,97.52,179.79,134.97,128.28,9.62
3341.T,日本調剤,プライム（内国株式）,2023-06-30,1.0,37.94,83.69,5.27,20.56,77622000000.0,80513000000.0,80474000000.0,81848000000.0,208.97,110.4,115.61,139.1,7.89
3347.T,トラスト,スタンダード（内国株式）,2023-06-30,1.0,15.24,-2.61,9.98,9.94,8996546000.0,7097992000.0,9231349000.0,9344440000.0,12.46,1.76,29.38,44.27,14.49
3349.T,コスモス薬品,プライム（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
3350.T,メタプラネット,スタンダード（内国株式）,2023-06-30,1.0,-2.59,-8.71,-1.25,0.8,52420000.0,58197000.0,51877000.0,68144000.0,-40.14,-51.88,-12.89,17.1,158.35
3352.T,バッファロー,スタンダード（内国株式）,2023-06-30,1.0,19.75,73.79,20.19,21.71,2447444000.0,3301702000.0,2580169000.0,2620323000.0,142.6,126.95,154.53,138.59,5.42
3353.T,メディカル一光グループ,スタンダード（内国株式）,2023-05-31,1.0,40.85,54.78,39.88,52.08,8415315000.0,8448619000.0,8469989000.0,8721952000.0,197.05,205.46,209.42,186.63,6.3
3355.T,クリヤマホールディングス,スタンダード（内国株式）,2023-06-30,1.0,33.5,43.12,47.94,32.57,18808125000.0,17725067000.0,18434803000.0,18263738000.0,91.05,64.79,195.41,163.1,10.61
3358.T,ワイエスフード,スタンダード（内国株式）,2023-06-30,1.0,7.57,-0.9,-3.39,2.4,344977000.0,387188000.0,363699000.0,340769000.0,-92.22,0.08,-13.69,5.84,2.48
3359.T,ｃｏｔｔａ,グロース（内国株式）,2023-06-30,1.0,1.61,18.74,20.89,9.32,1801924000.0,2604844000.0,2344491000.0,1891850000.0,20.45,23.77,29.2,35.98,11.93
3360.T,シップヘルスケアホールディングス,プライム（内国株式）,2023-06-30,1.0,25.16,32.53,45.37,29.49,142306000000.0,143600000000.0,165165000000.0,146467000000.0,116.09,120.78,119.72,118.65,9.42
3361.T,トーエル,スタンダード（内国株式）,2023-04-30,1.0,16.83,17.41,18.31,24.76,6610498000.0,6007741000.0,7781368000.0,7471802000.0,48.72,59.15,51.5,76.9,8.22
3370.T,フジタコーポレーション,スタンダード（内国株式）,2023-06-30,1.0,8.63,7.46,-15.94,2.82,981102000.0,1107829000.0,1098341000.0,1097910000.0,-59.07,-89.64,-40.3,-20.47,-81.99
3371.T,ソフトクリエイトホールディングス,プライム（内国株式）,2023-06-30,1.0,26.29,30.94,22.7,29.38,6058740000.0,6305387000.0,6393642000.0,6654641000.0,51.92,65.97,85.79,99.38,17.86
3372.T,関門海,スタンダード（内国株式）,2023-06-30,1.0,-11.76,19.6,19.06,0.9,568011000.0,1521946000.0,1483726000.0,845916000.0,-36.43,-41.03,0.04,14.73,35.99
3374.T,内外テック,スタンダード（内国株式）,2023-06-30,1.0,141.76,61.66,141.38,65.04,11834031000.0,10551525000.0,11486349000.0,10899517000.0,113.76,210.03,435.25,461.98,15.27
3375.T,ＺＯＡ,スタンダード（内国株式）,2023-06-30,1.0,72.6,76.6,41.0,66.31,2363999000.0,2395932000.0,2611405000.0,1994329000.0,64.82,226.14,238.11,256.45,15.07
3377.T,バイク王＆カンパニー,スタンダード（内国株式）,2023-05-31,1.0,28.03,10.92,4.55,18.8,8454954000.0,8968942000.0,7819723000.0,9629475000.0,13.44,38.8,80.06,110.99,22.38
3382.T,セブン＆アイ・ホールディングス,プライム（内国株式）,2023-05-31,1.0,80.15,111.25,52.2,47.58,3204188000000.0,3172276000000.0,2987521000000.0,2650666000000.0,246.14,202.23,237.78,316.97,8.09
3386.T,コスモ・バイオ,スタンダード（内国株式）,2023-06-30,1.0,7.77,10.42,43.65,16.69,2016000000.0,2426000000.0,2828000000.0,1999000000.0,39.19,111.44,127.25,85.48,6.42
3387.T,クリエイト・レストランツ・ホールディングス,プライム（内国株式）,2023-05-31,1.0,0.41,1.29,-1.88,10.1,28163000000.0,29614000000.0,34218000000.0,36607000000.0,6.75,-73.23,27.81,15.91,12.42
3388.T,明治電機工業,プライム（内国株式）,2023-06-30,1.0,33.74,34.86,92.51,28.62,16883123000.0,17252937000.0,23152285000.0,15768583000.0,228.66,125.56,140.03,172.33,7.51
3391.T,ツルハホールディングス,プライム（内国株式）,2023-05-31,1.0,151.68,144.07,143.08,71.65,243181000000.0,240925000000.0,247330000000.0,238643000000.0,566.1,531.79,432.61,510.38,9.07
3392.T,デリカフーズホールディングス,スタンダード（内国株式）,2023-06-30,1.0,4.35,23.99,14.67,16.33,11844882000.0,12474378000.0,12223723000.0,12233977000.0,24.26,-64.1,-50.2,42.91,9.1
3393.T,スターティアホールディングス,プライム（内国株式）,2023-06-30,1.0,49.68,27.88,24.87,42.64,5161683000.0,4939771000.0,5267625000.0,4934684000.0,21.48,-12.75,93.6,118.4,21.3
3395.T,サンマルクホールディングス,プライム（内国株式）,2023-06-30,1.0,5.24,12.0,-10.95,-1.52,13866637000.0,15014402000.0,15398686000.0,15223360000.0,65.26,-353.9,-206.86,18.29,1.37
3396.T,フェリシモ,スタンダード（内国株式）,2023-05-31,1.0,42.02,-5.28,14.32,-1.29,8102000000.0,7841000000.0,8253000000.0,7793000000.0,36.34,127.94,164.68,94.2,3.38
3397.T,トリドールホールディングス,プライム（内国株式）,2023-06-30,1.0,9.06,2.16,-8.86,30.09,48154000000.0,48897000000.0,47454000000.0,52664000000.0,22.45,-62.55,102.43,43.53,5.5
3399.T,丸千代山岡家,スタンダード（内国株式）,2023-04-30,1.0,74.53,94.35,33.41,56.22,4464856000.0,5116535000.0,5562811000.0,5548967000.0,112.22,57.48,153.99,164.59,16.81
3401.T,帝人,プライム（内国株式）,2023-06-30,1.0,1.54,-76.14,-53.76,9.38,266619000000.0,254646000000.0,253652000000.0,244841000000.0,127.57,-33.65,116.99,-89.39,-4.16
3402.T,東レ,プライム（内国株式）,2023-06-30,1.0,11.76,9.46,-1.06,8.55,655925000000.0,640006000000.0,587530000000.0,578057000000.0,34.16,28.07,51.63,44.64,4.74
3405.T,クラレ,プライム（内国株式）,2023-06-30,1.0,64.72,20.1,22.97,38.58,195110000000.0,203226000000.0,184965000000.0,196033000000.0,-5.51,7.24,109.55,153.04,8.39
3407.T,旭化成,プライム（内国株式）,2023-06-30,1.0,15.7,10.33,-112.89,6.88,680790000000.0,689186000000.0,686068000000.0,650739000000.0,74.56,57.23,116.13,-65.51,-5.5
3409.T,北日本紡績,スタンダード（内国株式）,2023-06-30,1.0,-3.56,-1.97,-7.59,0.31,297099000.0,357325000.0,277335000.0,318675000.0,-3.18,-4.03,-7.36,-13.94,-28.24
3415.T,ＴＯＫＹＯ　ＢＡＳＥ,プライム（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
3416.T,ピクスタ,グロース（内国株式）,2023-06-30,1.0,8.26,22.38,50.48,20.62,673662000.0,749684000.0,656571000.0,633541000.0,40.1,-50.12,80.85,53.48,13.4
3417.T,大木ヘルスケアホールディングス,スタンダード（内国株式）,2023-06-30,1.0,36.53,40.24,53.79,37.59,78567000000.0,77323000000.0,74841000000.0,81416000000.0,168.13,198.69,69.07,155.06,9.04
3418.T,バルニバービ,グロース（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
3420.T,ケー・エフ・シー,スタンダード（内国株式）,2023-06-30,1.0,14.28,79.97,52.93,8.29,5669279000.0,6490561000.0,5749296000.0,4828273000.0,285.12,312.65,249.48,142.59,5.38
3421.T,稲葉製作所,スタンダード（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
3422.T,Ｊ－ＭＡＸ,スタンダード（内国株式）,2023-06-30,1.0,-19.06,69.24,17.12,-7.08,10750000000.0,15109000000.0,14128000000.0,12970000000.0,204.85,211.77,168.34,109.47,6.36
3423.T,エスイー,スタンダード（内国株式）,2023-06-30,1.0,3.92,4.74,14.62,1.35,5809007000.0,6305708000.0,7728940000.0,5603920000.0,8.65,20.23,51.65,27.83,8.38
3426.T,アトムリビンテック,スタンダード（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
3431.T,宮地エンジニアリンググループ,プライム（内国株式）,2023-06-30,1.0,190.48,103.48,65.03,99.29,15581000000.0,15855000000.0,16473000000.0,15684000000.0,378.18,550.43,492.27,444.69,8.67
3433.T,トーカロ,プライム（内国株式）,2023-06-30,1.0,31.76,27.69,26.6,25.15,12090000000.0,12428000000.0,11720000000.0,11787000000.0,69.68,86.44,109.32,116.3,13.65
3434.T,アルファＣｏ,スタンダード（内国株式）,2023-06-30,1.0,10.2,45.68,-12.75,52.45,14820000000.0,17200000000.0,16857000000.0,18109000000.0,-118.63,21.96,58.82,51.37,1.77
3435.T,サンコーテクノ,スタンダード（内国株式）,2023-06-30,1.0,39.69,42.89,48.63,62.09,5018190000.0,5661374000.0,5617656000.0,4842995000.0,115.31,117.42,122.56,159.62,8.94
3436.T,ＳＵＭＣＯ,プライム（内国株式）,2023-06-30,1.0,58.46,52.58,107.65,34.12,116246000000.0,117425000000.0,109948000000.0,110711000000.0,112.9,87.59,117.43,200.49,13.16
3437.T,特殊電極,スタンダード（内国株式）,2023-06-30,1.0,148.57,77.89,68.54,92.6,2776180000.0,2304193000.0,2344498000.0,2357844000.0,385.4,249.59,303.38,434.78,10.11
3439.T,三ツ知,スタンダード（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
3440.T,日創プロニティ,スタンダード（内国株式）,2023-05-31,1.0,-5.59,10.24,226.3,17.44,2194480000.0,2283459000.0,2924692000.0,3892446000.0,177.91,72.46,58.03,21.01,1.59
3441.T,山王,スタンダード（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
3443.T,川田テクノロジーズ,プライム（内国株式）,2023-06-30,1.0,124.07,126.95,490.25,106.3,27532000000.0,30540000000.0,36782000000.0,31312000000.0,1090.3,1071.69,874.93,715.01,5.6
3444.T,菊池製作所,スタンダード（内国株式）,2023-04-30,1.0,-21.23,-16.52,-28.57,-23.52,1016644000.0,1389544000.0,1250817000.0,1439310000.0,-43.87,-75.72,-54.28,-89.25,-23.97
3445.T,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,プライム（内国株式）,2023-03-31,1.0,81.49,94.91,74.19,64.86,13125592000.0,13439648000.0,12231558000.0,12147091000.0,118.32,109.25,127.78,294.51,16.43
3446.T,ジェイテックコーポレーション,プライム（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
3447.T,信和,スタンダード（内国株式）,2023-06-30,1.0,27.09,13.54,5.36,7.85,4540496000.0,3221819000.0,2626294000.0,2906393000.0,104.14,87.34,103.02,71.46,6.48
3449.T,テクノフレックス,スタンダード（内国株式）,2023-06-30,1.0,19.78,18.37,15.22,9.85,5333687000.0,5867559000.0,5142102000.0,5477949000.0,79.45,56.44,80.47,112.99,10.84
3452.T,ビーロット,プライム（内国株式）,2023-06-30,1.0,12.73,38.94,40.83,43.88,4045000000.0,7605000000.0,6898000000.0,6783000000.0,147.4,20.74,47.57,81.72,13.63
3454.T,ファーストブラザーズ,プライム（内国株式）,2023-05-31,1.0,13.85,26.78,25.56,131.61,2232537000.0,3451443000.0,1817664000.0,10170152000.0,151.15,160.13,193.52,81.71,5.48
3457.T,Ａｎｄ　Ｄｏホールディングス,プライム（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
3458.T,シーアールイー,プライム（内国株式）,1970-01-01,0.0,,,,,,,,,,,,,
3461.T,パルマ,グロース（内国株式）,2023-06-30,1.0,-1.02,-2.44,0.9,1.17,951206000.0,409199000.0,574566000.0,444868000.0,54.42,34.47,12.14,4.37,1.35
3464.T,プロパティエージェント,プライム（内国株式）,2023-06-30,1.0,99.28,17.75,38.49,159.51,10082502000.0,7735053000.0,11375278000.0,15289433000.0,132.72,160.78,166.55,215.65,16.63
3465.T,ケイアイスター不動産,プライム（内国株式）,2023-06-30,1.0,200.24,169.89,175.94,131.01,53417450000.0,56757041000.0,81669609000.0,61096008000.0,251.87,535.13,929.93,746.82,23.23
3467.T,アグレ都市デザイン,プライム（内国株式）,2023-06-30,1.0,76.1,46.43,81.64,-19.64,7171053000.0,5789702000.0,8738478000.0,2268126000.0,62.32,137.43,245.8,224.45,23.19
