symbol,name,market,latestClosingDate,is_valid,four_quarters_eps,three_quarters_eps,two_quarters_eps,latest_quarter_eps,four_quarters_revenue,three_quarters_revenue,two_quarters_revenue,latest_quarter_revenue,four_years_eps,three_years_eps,two_years_eps,latest_year_eps,latest_year_roe,quarterly_eps_clear_seg,yearly_eps_clear_seg,quarterly_revenue_clear_seg
4933.T,Ｉ－ｎｅ,グロース（内国株式）,2023-06-30,1.0,39.98,4.46,31.66,139.26,9913000000.0,9157000000.0,9716000000.0,9801000000.0,27.91,52.4,71.16,110.23,18.65,2,3,3
